,Batsmen,clus,_c0,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score,ave,sr,custom
2705,N Mapunda,3,2705,9,75,7,0,7,236,0,0,0,32,10.714285714285714,31.779661016949152,1.2203389830508475
2706,GH Smit,0,2706,2,35,5,0,2,37,0,0,0,22,17.5,94.5945945945946,1.1891891891891893
2707,KN Riaz,3,2707,3,79,5,0,3,191,0,0,0,39,26.333333333333332,41.361256544502616,0.612565445026178
2708,SO Olayinka,1,2708,3,88,10,1,3,137,1,0,1,84,29.333333333333332,64.23357664233576,1.8394160583941606
2709,AP Adegbola,3,2709,4,37,3,0,3,66,0,0,1,20,12.333333333333334,56.060606060606055,1.2121212121212122
2710,OJ Bejide,0,2710,8,169,11,2,7,246,1,1,1,106,24.142857142857142,68.69918699186992,3.4471544715447155
2711,S Adedeji,3,2711,2,11,0,1,2,30,0,0,1,11,5.5,36.666666666666664,0.7333333333333333
2712,OA Olympio,0,2712,8,96,3,7,8,127,1,0,1,57,12.0,75.59055118110236,3.590551181102362
2713,AS Abioye,3,2713,3,7,0,0,1,20,0,0,1,6,7.0,35.0,0.9
2714,A Mpeka,3,2714,1,0,0,0,1,4,0,0,1,0,0.0,0.0,0.0
2715,SW Kalworai,0,2715,2,12,1,0,2,17,0,0,0,10,6.0,70.58823529411765,1.1764705882352942
2716,KD Kamania,1,2716,5,132,9,2,3,258,1,0,0,62,44.0,51.162790697674424,1.2015503875968991
2717,Azeez Salako,3,2717,5,31,2,0,5,91,0,0,1,8,6.2,34.065934065934066,0.43956043956043955
2718,A Hutchinson,0,2718,1,7,0,0,0,6,0,0,0,7,0.0,116.66666666666667,1.1666666666666667
2719,SS Khadye,1,2719,7,175,11,0,5,327,0,0,0,36,35.0,53.51681957186545,0.7706422018348624
2720,P Sahu,0,2720,2,19,1,1,0,13,0,0,0,18,0.0,146.15384615384613,2.769230769230769
2721,R Sathish,0,2721,24,270,22,6,16,221,0,0,2,27,16.875,122.17194570135747,2.932126696832579
2722,J Yadav,1,2722,7,235,28,0,3,526,3,1,0,104,78.33333333333333,44.67680608365019,1.3840304182509506
2723,S Kaushik,3,2723,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2724,ER Dwivedi,2,2724,2,24,2,2,2,13,0,0,0,19,12.0,184.6153846153846,2.923076923076923
2725,SB Jakati,0,2725,5,28,3,0,2,28,0,0,0,13,14.0,100.0,2.3214285714285716
2726,MVT Fernando,3,2726,1,0,0,0,1,4,0,0,1,0,0.0,0.0,0.0
2727,MA Aponso,3,2727,5,6,0,0,1,11,0,0,1,2,6.0,54.54545454545454,0.9090909090909091
2728,D Bau,1,2728,8,190,17,1,5,299,1,0,1,80,38.0,63.54515050167224,2.140468227424749
2729,Mohammed Qasim,0,2729,7,127,12,0,6,225,0,0,0,41,21.166666666666668,56.44444444444444,1.2755555555555556
2730,Adnan Mufti,1,2730,6,96,3,0,3,171,0,0,0,43,32.0,56.14035087719298,1.5087719298245614
2731,Imran Haider,0,2731,4,20,0,0,1,34,0,0,1,13,20.0,58.82352941176471,1.5294117647058822
2732,EMDY Munaweera,2,2732,9,142,17,3,8,108,0,0,0,44,17.75,131.4814814814815,3.6666666666666665
2733,JRMVB Sanjaya,2,2733,2,11,2,0,2,4,0,0,0,6,5.5,275.0,3.0
2734,S Khalifa,3,2734,8,61,9,1,8,117,0,0,2,15,7.625,52.13675213675214,1.0256410256410255
2735,HH Abdallah,3,2735,10,164,7,1,10,407,1,0,2,69,16.4,40.2948402948403,1.6953316953316953
2736,KN Mussa,0,2736,5,106,7,5,5,111,1,0,0,58,21.2,95.4954954954955,2.6126126126126126
2737,SJ Ally,3,2737,4,46,0,0,3,107,0,0,1,20,15.333333333333334,42.99065420560748,0.7476635514018691
2738,HA Chohan,0,2738,5,44,2,2,3,43,0,0,0,13,14.666666666666666,102.32558139534885,1.5116279069767442
2739,AM Kimote,3,2739,7,22,2,0,4,53,0,0,0,7,5.5,41.509433962264154,0.9245283018867925
2740,O Olaleye,3,2740,3,31,2,0,3,110,0,0,0,18,10.333333333333334,28.18181818181818,0.4909090909090909
2741,Muhammad Hashim,3,2741,3,6,0,0,3,18,0,0,0,2,2.0,33.33333333333333,0.3333333333333333
2742,SK Awiah,3,2742,6,93,8,1,4,215,0,0,0,41,23.25,43.25581395348837,1.1441860465116278
2743,PK Ananya,0,2743,4,13,0,0,4,19,0,0,2,9,3.25,68.42105263157895,1.894736842105263
2744,JO Adotei,3,2744,1,1,0,0,1,13,0,0,0,1,1.0,7.6923076923076925,0.07692307692307693
2745,J Bangura,3,2745,5,25,1,0,4,135,0,0,1,11,6.25,18.51851851851852,0.4074074074074074
2746,G Ngegba,3,2746,5,107,5,2,5,235,0,0,0,42,21.4,45.53191489361702,0.8936170212765957
2747,J Brewah,3,2747,3,21,2,0,3,95,0,0,0,14,7.0,22.105263157894736,0.4421052631578947
2748,I Kamara,3,2748,5,66,3,1,5,179,0,0,2,29,13.2,36.87150837988827,0.8100558659217877
2749,E Kamara,3,2749,4,36,0,1,4,89,0,0,0,13,9.0,40.44943820224719,0.5842696629213483
2750,O Compagnie-Coker,3,2750,3,14,1,0,3,36,0,0,0,7,4.666666666666667,38.88888888888889,0.5833333333333334
2751,L Lamin,0,2751,5,24,2,1,5,39,0,0,2,19,4.8,61.53846153846154,2.4358974358974357
2752,Mohamed Khan,0,2752,5,70,10,1,5,69,0,0,0,26,14.0,101.44927536231884,1.8840579710144927
2753,A Gbla,3,2753,5,20,0,0,2,41,0,0,2,12,10.0,48.78048780487805,1.4634146341463414
2754,I Komba,3,2754,5,32,1,0,2,80,0,0,1,17,16.0,40.0,1.0625
2755,M Mansaray,3,2755,4,33,0,0,4,101,0,0,1,22,8.25,32.67326732673268,0.8712871287128713
2756,M Mvula,3,2756,4,4,0,0,4,46,0,0,1,2,1.0,8.695652173913043,0.17391304347826086
2757,A Nsensha,3,2757,5,54,3,0,4,169,0,0,1,34,13.5,31.952662721893493,1.0059171597633136
2758,J Chinunga,3,2758,5,53,5,0,5,147,0,0,0,20,10.6,36.054421768707485,0.6802721088435374
2759,I Mwaba,3,2759,5,58,2,0,4,146,0,0,1,38,14.5,39.726027397260275,1.3013698630136987
2760,SA Patel,0,2760,5,20,2,0,4,34,0,0,2,13,5.0,58.82352941176471,1.911764705882353
2761,Javid Patel,0,2761,5,69,3,5,5,78,1,0,2,52,13.8,88.46153846153845,3.3333333333333335
2762,J Zimba,1,2762,4,100,6,3,3,147,0,0,0,41,33.333333333333336,68.02721088435374,1.1156462585034013
2763,G Kandela,0,2763,5,80,10,2,4,95,0,0,0,23,20.0,84.21052631578947,1.2105263157894737
2764,T Nyirongo,0,2764,4,35,3,0,2,56,0,0,0,16,17.5,62.5,1.1428571428571428
2765,Gladson Kandela,3,2765,4,50,1,0,3,94,0,0,0,27,16.666666666666668,53.191489361702125,1.148936170212766
2766,U Friday,3,2766,1,0,0,0,1,9,0,0,1,0,0.0,0.0,0.0
2767,A Mene-Ejegi,0,2767,3,25,3,0,1,32,0,0,0,19,25.0,78.125,1.78125
2768,MK Anafie,3,2768,4,27,2,1,4,56,0,0,1,15,6.75,48.214285714285715,1.0714285714285714
2769,A Mukund,1,2769,8,246,23,1,8,573,2,0,1,62,30.75,42.93193717277487,0.8656195462478184
2770,AB Dinda,0,2770,23,69,4,0,15,101,0,0,8,19,4.6,68.31683168316832,4.326732673267327
2771,Subashis Roy,3,2771,4,1,0,0,1,49,0,0,3,1,1.0,2.0408163265306123,0.08163265306122448
2772,Y Jalloh,3,2772,3,7,0,0,3,36,0,0,2,7,2.3333333333333335,19.444444444444446,0.5833333333333334
2773,B Williams,3,2773,2,3,0,0,2,10,0,0,1,3,1.5,30.0,0.6
2774,K Omala,3,2774,2,10,0,0,2,34,0,0,0,6,5.0,29.411764705882355,0.35294117647058826
2775,AA Premji,3,2775,1,6,1,0,0,18,0,0,0,6,0.0,33.33333333333333,0.3333333333333333
2776,AD Kamania,0,2776,1,1,0,0,0,1,0,0,0,1,0.0,100.0,1.0
2777,A Flintoff,1,2777,62,1457,150,21,51,1966,8,0,7,78,28.568627450980394,74.10986775178027,2.459816887080366
2778,RM Duffield,3,2778,1,1,0,0,1,2,0,0,0,1,1.0,50.0,0.5
2779,LA Doran,0,2779,3,6,1,0,2,5,0,0,0,4,3.0,120.0,2.4
2780,NP Winter,3,2780,1,0,0,0,1,6,0,0,1,0,0.0,0.0,0.0
2781,AR Keath,0,2781,2,10,0,0,2,9,0,0,0,6,5.0,111.11111111111111,1.3333333333333333
2782,AC McDermott,3,2782,1,0,0,0,1,4,0,0,1,0,0.0,0.0,0.0
2783,JK Reed,2,2783,1,8,0,1,0,3,0,0,0,8,0.0,266.66666666666663,2.6666666666666665
2784,AR Beadle,0,2784,1,7,0,0,1,6,0,0,0,7,7.0,116.66666666666667,1.1666666666666667
2785,NM Hauritz,1,2785,45,741,72,9,26,1144,3,0,1,83,28.5,64.77272727272727,3.26486013986014
2786,M Muralitharan,2,2786,65,364,36,11,40,398,0,0,15,35,9.1,91.4572864321608,5.71608040201005
2787,BS Dean,3,2787,1,3,0,0,1,5,0,0,0,3,3.0,60.0,0.6
2788,LA Pomersbach,2,2788,33,770,78,27,24,602,4,1,1,112,32.083333333333336,127.90697674418605,6.1395348837209305
2789,C Kieswetter,2,2789,71,1703,163,61,64,1718,8,1,6,107,26.609375,99.12689173457508,4.422002328288708
2790,PJ Hughes,1,2790,57,2534,310,18,52,4070,19,7,2,275,48.73076923076923,62.26044226044226,3.8513513513513513
2791,MG Gale,3,2791,2,4,0,0,0,10,0,0,1,4,0.0,40.0,0.8
2792,CJM Sabburg,1,2792,2,35,0,0,1,47,0,0,0,19,35.0,74.46808510638297,0.8085106382978723
2793,GD Putland,3,2793,2,1,0,0,0,4,0,0,1,1,0.0,25.0,0.5
2794,CT Tremlett,3,2794,18,113,10,2,11,251,0,0,3,24,10.272727272727273,45.0199203187251,1.7211155378486056
2795,AD Mascarenhas,2,2795,39,472,25,20,29,452,1,0,7,52,16.275862068965516,104.42477876106196,4.486725663716814
2796,TP Doropoulos,0,2796,3,12,2,0,2,14,0,0,2,12,6.0,85.71428571428571,2.5714285714285716
2797,JD Smith,3,2797,1,5,0,0,1,8,0,0,0,5,5.0,62.5,0.625
2798,SB Styris,1,2798,106,2867,227,52,87,3225,17,1,3,111,32.95402298850575,88.89922480620154,3.648372093023256
2799,LW Feldman,0,2799,1,12,0,1,0,10,0,0,0,12,0.0,120.0,1.2
2800,MJ Prior,1,2800,131,4834,556,25,108,7196,33,8,9,192,44.75925925925926,67.17620900500278,3.4952751528627015
2801,SJC Keen,0,2801,4,42,2,2,4,38,0,0,0,15,10.5,110.5263157894737,1.5789473684210527
2802,DJ Pattinson,3,2802,3,29,4,0,3,53,0,0,0,21,9.666666666666666,54.71698113207547,1.1886792452830188
2803,BE Young,0,2803,2,12,0,0,1,15,0,0,0,9,12.0,80.0,1.2
2804,Imran Nazir,2,2804,39,943,118,34,36,813,5,1,3,160,26.194444444444443,115.99015990159901,7.675276752767528
2805,SI Galagedara,3,2805,5,48,7,0,5,82,0,0,0,15,9.6,58.536585365853654,0.9146341463414634
2806,SK Dolawatte,3,2806,6,34,1,0,5,104,0,0,0,15,6.8,32.69230769230769,0.8653846153846154
2807,HMD Rasangika,0,2807,15,307,38,0,14,485,2,0,2,84,21.928571428571427,63.298969072164944,2.597938144329897
2808,CR Seneviratna,0,2808,14,144,12,0,9,253,0,0,2,40,16.0,56.916996047430835,2.2134387351778657
2809,SA Fritz,0,2809,13,70,10,0,11,102,0,0,5,17,6.363636363636363,68.62745098039215,2.1666666666666665
2810,SM Benade,0,2810,4,34,2,2,4,37,0,0,0,24,8.5,91.8918918918919,2.5945945945945947
2811,FL Mackay,0,2811,13,213,27,0,12,249,1,0,1,51,17.75,85.54216867469879,2.6626506024096384
2812,NJ Browne,2,2812,16,224,19,3,11,230,1,0,1,63,20.363636363636363,97.3913043478261,4.3826086956521735
2813,EC Perry,0,2813,13,80,8,0,9,97,0,0,2,26,8.88888888888889,82.4742268041237,3.484536082474227
2814,SEA Ruck,3,2814,5,14,0,0,1,27,0,0,1,6,14.0,51.85185185185185,1.1111111111111112
2815,A Brindle,1,2815,39,889,77,1,28,1215,4,1,1,107,31.75,73.1687242798354,3.434567901234568
2816,Batool Fatima,0,2816,9,45,4,0,5,57,0,0,0,14,9.0,78.94736842105263,2.210526315789474
2817,A Sharma,0,2817,15,186,15,3,12,253,0,0,2,42,15.5,73.51778656126481,2.4901185770750986
2818,N Niranjana,0,2818,12,87,11,0,11,164,0,0,1,27,7.909090909090909,53.04878048780488,1.975609756097561
2819,S Naik,0,2819,13,115,9,1,10,129,0,0,2,25,11.5,89.14728682170544,2.5193798449612403
2820,S Sharma,3,2820,6,16,1,0,6,33,0,0,0,4,2.6666666666666665,48.484848484848484,0.7272727272727273
2821,A Das,3,2821,7,8,0,0,4,22,0,0,1,2,2.0,36.36363636363637,0.6363636363636364
2822,LC Sthalekar,0,2822,14,249,22,0,12,280,0,0,2,41,20.75,88.92857142857142,2.05
2823,AL Hodgkinson,0,2823,6,163,15,0,6,229,1,0,0,71,27.166666666666668,71.17903930131004,1.8602620087336244
2824,Y van der Westhuizen,0,2824,4,30,3,0,3,45,0,0,0,20,10.0,66.66666666666666,1.7777777777777777
2825,S Loubser,0,2825,11,99,4,2,6,131,0,0,2,37,16.5,75.57251908396947,3.1068702290076335
2826,JB Nero,0,2826,13,161,18,1,11,236,0,0,4,31,14.636363636363637,68.22033898305084,1.7076271186440677
2827,JM Fields,1,2827,15,364,36,0,11,524,2,0,0,84,33.09090909090909,69.46564885496184,2.404580152671756
2828,LK Ebsary,1,2828,4,57,6,1,1,42,0,0,0,24,57.0,135.71428571428572,2.2857142857142856
2829,R Malhotra,0,2829,9,152,7,0,6,235,0,0,0,38,25.333333333333332,64.68085106382979,1.4553191489361703
2830,LR Doolan,0,2830,8,71,7,0,7,86,0,0,0,30,10.142857142857142,82.55813953488372,2.7906976744186047
2831,JL Hunter,3,2831,2,19,1,0,0,36,0,0,0,16,0.0,52.77777777777778,0.8888888888888888
2832,HL Colvin,0,2832,6,37,6,0,3,33,0,0,1,16,12.333333333333334,112.12121212121211,2.909090909090909
2833,AB Barath,1,2833,34,1116,145,9,31,2058,6,3,2,119,36.0,54.22740524781341,1.965986394557823
2834,KA Edwards,1,2834,33,1317,134,19,28,2524,10,4,3,207,47.035714285714285,52.17908082408875,2.706418383518225
2835,AJ Strauss,1,2835,142,6653,768,25,135,11373,47,16,8,231,49.28148148148148,58.498197485272144,2.8841994196781853
2836,GP Swann,2,2836,114,1949,237,24,81,2314,8,0,8,87,24.061728395061728,84.22644770959377,4.286084701815039
2837,S Shillingford,0,2837,16,266,30,9,11,612,1,0,0,67,24.181818181818183,43.4640522875817,1.7516339869281046
2838,AB Fudadin,1,2838,3,122,15,0,2,376,1,0,0,62,61.0,32.4468085106383,0.4946808510638298
2839,N Deonarine,1,2839,43,1134,112,11,35,2139,9,0,3,100,32.4,53.015427769985976,2.01028517999065
2840,GC Smith,1,2840,235,10278,1212,74,216,13886,73,27,11,234,47.583333333333336,74.01699553507129,3.9601037015699267
2841,LL Tsotsobe,0,2841,25,79,9,1,11,166,0,0,8,16,7.181818181818182,47.59036144578313,2.4096385542168677
2842,JL Ontong,2,2842,14,244,16,11,13,208,0,0,1,48,18.76923076923077,117.3076923076923,3.230769230769231
2843,Nazimuddin,0,2843,21,450,48,14,20,706,2,1,2,109,22.5,63.73937677053825,3.2422096317280453
2844,Jahurul Islam,1,2844,21,604,62,7,19,1228,5,0,2,81,31.789473684210527,49.185667752442995,1.3851791530944626
2845,SR Tendulkar,1,2845,236,11353,1383,100,206,15387,85,29,9,267,55.11165048543689,73.7830636251381,4.095145252485865
2846,Aizaz Cheema,3,2846,10,27,2,0,1,70,0,0,3,9,27.0,38.57142857142858,1.2857142857142858
2847,CS Baugh,0,2847,44,797,76,7,34,1393,1,0,1,70,23.441176470588236,57.21464465183058,2.2110552763819094
2848,R Dravid,1,2848,191,7589,891,48,167,12479,54,14,8,215,45.44311377245509,60.8141678019072,3.290728423751903
2849,VVS Laxman,1,2849,68,3703,428,6,49,6971,31,10,5,259,75.57142857142857,53.120068856692,2.5264667909912495
2850,PP Ojha,3,2850,51,161,10,1,19,639,0,0,16,20,8.473684210526315,25.19561815336463,1.596244131455399
2851,DP Hyatt,0,2851,14,176,12,10,11,232,0,0,1,39,16.0,75.86206896551724,2.353448275862069
2852,A Martin,3,2852,5,10,0,0,1,28,0,0,1,4,10.0,35.714285714285715,0.7142857142857143
2853,A Mithun,0,2853,13,205,22,5,12,319,0,0,2,46,17.083333333333332,64.26332288401254,1.8746081504702194
2854,Imran Farhat,1,2854,57,1854,224,9,56,3261,14,2,2,178,33.107142857142854,56.853725850965965,3.111315547378105
2855,Naeem Islam,1,2855,63,1390,131,23,47,2359,7,1,4,134,29.574468085106382,58.92327257312421,3.578635014836795
2856,Alok Kapali,2,2856,26,385,31,7,22,535,1,1,4,115,17.5,71.96261682242991,5.588785046728972
2857,Farhad Reza,0,2857,33,381,37,8,25,586,0,0,3,41,15.24,65.01706484641639,2.3088737201365186
2858,Shahriar Nafees,1,2858,61,1704,247,3,59,2652,11,2,8,123,28.88135593220339,64.25339366515837,2.829185520361991
2859,Elias Sunny,3,2859,10,46,5,1,6,151,0,0,4,22,7.666666666666667,30.4635761589404,1.4569536423841059
2860,Mohammad Ashraful,2,2860,131,3105,347,24,119,4788,21,4,7,212,26.092436974789916,64.84962406015038,5.800334168755222
2861,Adnan Akmal,1,2861,24,653,76,0,16,1410,4,0,0,82,40.8125,46.312056737588655,1.3957446808510638
2862,Nazmul Hossain,3,2862,8,16,0,1,2,50,0,0,3,8,8.0,32.0,1.28
2863,Robiul Islam,0,2863,10,99,13,3,7,193,0,0,4,33,14.142857142857142,51.29533678756477,1.7098445595854923
2864,NE Bonner,0,2864,2,27,2,0,2,36,0,0,0,24,13.5,75.0,1.3333333333333333
2865,GE Mathurin,0,2865,2,4,0,0,0,5,0,0,0,3,0.0,80.0,1.2
2866,G Sultana,3,2866,8,67,4,0,3,168,0,0,0,22,22.333333333333332,39.88095238095239,1.0476190476190477
2867,AR White,0,2867,32,404,30,2,29,572,0,0,2,40,13.931034482758621,70.62937062937063,2.237762237762238
2868,DT Johnston,2,2868,48,622,45,19,33,640,1,0,3,62,18.848484848484848,97.1875,4.65
2869,DO Obuya,0,2869,24,306,25,2,23,550,1,0,4,51,13.304347826086957,55.63636363636364,2.2254545454545456
2870,DI Allan,3,2870,9,54,5,0,9,114,0,0,0,18,6.0,47.368421052631575,1.4210526315789473
2871,T Mishra,0,2871,27,601,48,8,24,779,4,0,3,72,25.041666666666668,77.15019255455712,2.495507060333761
2872,RG Aga,2,2872,18,283,30,3,14,246,2,0,1,86,20.214285714285715,115.04065040650406,6.2926829268292686
2873,HA Varaiya,3,2873,17,84,4,0,9,179,0,0,1,18,9.333333333333334,46.927374301675975,1.7094972067039107
2874,NG Jones,0,2874,6,49,1,2,4,46,0,0,1,14,12.25,106.5217391304348,1.826086956521739
2875,RD McCann,3,2875,3,24,1,0,3,56,0,0,0,17,8.0,42.857142857142854,0.9107142857142857
2876,Zakiullah Zaki,3,2876,1,3,0,0,0,23,0,0,0,3,0.0,13.043478260869565,0.13043478260869565
2877,TN de Grooth,0,2877,18,209,19,1,13,272,0,0,0,49,16.076923076923077,76.83823529411765,3.2426470588235294
2878,Raza-ur-Rehman,2,2878,13,244,30,1,10,285,2,0,2,88,24.4,85.6140350877193,4.014035087719298
2879,HS Baidwan,0,2879,22,176,15,1,16,222,0,0,4,33,11.0,79.27927927927928,3.27027027027027
2880,RA Bhatti,0,2880,4,25,1,0,3,38,0,0,1,11,8.333333333333334,65.78947368421053,1.1578947368421053
2881,H Osinde,0,2881,12,39,1,2,7,55,0,0,3,17,5.571428571428571,70.9090909090909,3.709090909090909
2882,Zahid Hussain,3,2882,4,12,1,0,1,38,0,0,0,7,12.0,31.57894736842105,0.7368421052631579
2883,DF Watts,0,2883,15,344,33,4,14,506,3,0,3,58,24.571428571428573,67.98418972332016,1.7193675889328064
2884,R Flannigan,0,2884,3,33,3,0,2,28,0,0,1,18,16.5,117.85714285714286,1.9285714285714286
2885,TG Gordon,0,2885,7,55,5,0,7,88,0,0,0,23,7.857142857142857,62.5,1.8295454545454546
2886,Shabir Noori,3,2886,2,24,2,0,2,43,0,0,0,15,12.0,55.81395348837209,0.6976744186046512
2887,JH Stander,0,2887,7,59,1,4,6,68,0,0,2,22,9.833333333333334,86.76470588235294,2.264705882352941
2888,S Badrinath,2,2888,74,1626,171,28,54,1578,12,0,6,71,30.11111111111111,103.04182509505704,3.329531051964512
2889,DB Das,2,2889,22,304,23,16,12,256,0,0,1,35,25.333333333333332,118.75,3.0078125
2890,LR Shukla,2,2890,33,405,33,16,27,331,0,0,3,48,15.0,122.35649546827794,4.785498489425982
2891,SC Ganguly,1,2891,97,3261,338,67,87,4273,24,2,6,129,37.48275862068966,76.31640533582963,2.9283875497308682
2892,M Kartik,0,2892,18,151,11,2,10,153,0,0,2,21,15.1,98.69281045751634,2.4705882352941178
2893,AL Menaria,0,2893,23,401,24,18,21,345,0,0,1,40,19.095238095238095,116.23188405797103,2.6666666666666665
2894,KK Cooper,2,2894,12,116,9,8,9,61,0,0,1,32,12.88888888888889,190.1639344262295,6.295081967213115
2895,AC Gilchrist,2,2895,155,4486,532,148,146,3786,30,6,12,149,30.726027397260275,118.4891706286318,6.100105652403593
2896,PC Valthaty,2,2896,23,505,61,20,22,411,3,1,1,120,22.954545454545453,122.87104622871045,6.7153284671532845
2897,AM Nayar,2,2897,51,672,55,20,37,557,0,0,5,45,18.16216216216216,120.64631956912028,4.120287253141831
2898,Harmeet Singh,2,2898,4,18,3,0,2,11,0,0,1,14,9.0,163.63636363636365,5.090909090909091
2899,Y Venugopal Rao,2,2899,55,1067,82,37,44,952,4,0,3,71,24.25,112.07983193277312,4.101890756302521
2900,Y Nagar,2,2900,20,285,20,9,14,258,0,0,3,44,20.357142857142858,110.46511627906976,3.4108527131782944
2901,B Chipli,2,2901,21,280,28,7,15,240,1,0,0,61,18.666666666666668,116.66666666666667,5.3375
2902,MS Gony,2,2902,15,99,6,8,9,68,0,0,4,42,11.0,145.58823529411765,9.264705882352942
2903,DB Ravi Teja,2,2903,25,375,35,9,19,306,1,0,1,60,19.736842105263158,122.54901960784315,4.901960784313726
2904,R Sharma,0,2904,20,67,5,3,12,71,0,0,10,14,5.583333333333333,94.36619718309859,3.943661971830986
2905,TL Suman,2,2905,39,676,55,26,30,560,2,0,3,78,22.533333333333335,120.71428571428571,5.432142857142857
2906,AA Chavan,0,2906,3,12,2,0,1,10,0,0,0,7,12.0,120.0,2.1
2907,A Singh,3,2907,5,2,0,0,4,7,0,0,3,1,0.5,28.57142857142857,0.7142857142857143
2908,SK Trivedi,0,2908,14,42,3,1,8,54,0,0,3,9,5.25,77.77777777777779,2.3333333333333335
2909,RR Bhatkal,3,2909,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2910,M Manhas,2,2910,38,514,43,10,23,466,0,0,6,42,22.347826086956523,110.30042918454936,3.424892703862661
2911,P Dogra,2,2911,12,127,4,5,8,132,0,0,1,41,15.875,96.21212121212122,3.727272727272727
2912,BA Bhatt,0,2912,2,6,0,1,0,7,0,0,1,6,0.0,85.71428571428571,1.7142857142857142
2913,AA Jhunjhunwala,2,2913,15,217,19,5,12,204,1,0,1,53,18.083333333333332,106.37254901960785,3.8970588235294117
2914,DJ Jacobs,0,2914,7,92,10,4,7,94,0,0,1,32,13.142857142857142,97.87234042553192,2.382978723404255
2915,RP Singh,0,2915,53,224,18,3,32,427,0,0,12,30,7.0,52.459016393442624,3.7236533957845435
2916,M Kaif,0,2916,40,510,40,6,29,661,2,0,4,62,17.586206896551722,77.15582450832072,3.7518910741301057
2917,DH Yagnik,2,2917,17,170,23,2,9,133,0,0,1,34,18.88888888888889,127.81954887218046,4.345864661654136
2918,N Saini,2,2918,10,140,16,0,10,132,0,0,0,50,14.0,106.06060606060606,3.787878787878788
2919,V Pratap Singh,3,2919,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2920,BB Samantray,2,2920,8,125,13,2,5,112,1,0,1,55,25.0,111.60714285714286,3.9285714285714284
2921,AUK Pathan,2,2921,7,39,5,2,5,22,0,0,2,14,7.8,177.27272727272728,4.454545454545454
2922,J Syed Mohammad,0,2922,5,29,4,0,2,25,0,0,0,13,14.5,115.99999999999999,2.6
2923,AP Majumdar,0,2923,4,87,7,2,4,73,0,0,0,31,21.75,119.17808219178083,1.6986301369863013
2924,S Anirudha,2,2924,12,136,9,7,8,114,1,0,2,64,17.0,119.29824561403508,6.7368421052631575
2925,SD Chitnis,2,2925,8,99,10,2,7,85,0,0,0,38,14.142857142857142,116.47058823529413,3.5764705882352943
2926,PA Reddy,0,2926,10,164,15,2,10,157,0,0,0,42,16.4,104.45859872611464,2.6751592356687897
2927,MD Mishra,2,2927,17,237,24,8,15,199,0,0,1,41,15.8,119.09547738693466,3.5025125628140703
2928,K Upadhyay,0,2928,2,12,0,1,0,9,0,0,0,11,0.0,133.33333333333331,2.4444444444444446
2929,P Awana,3,2929,5,5,0,0,3,13,0,0,3,4,1.6666666666666667,38.46153846153847,1.5384615384615385
2930,A Chandila,3,2930,2,4,0,0,1,7,0,0,1,4,4.0,57.14285714285714,1.1428571428571428
2931,Harpreet Singh,0,2931,3,20,0,0,2,24,0,0,0,13,10.0,83.33333333333334,1.625
2932,AG Murtaza,0,2932,3,10,1,0,1,13,0,0,0,5,10.0,76.92307692307693,1.1538461538461537
2933,P Parameswaran,3,2933,2,1,0,0,0,3,0,0,1,1,0.0,33.33333333333333,0.6666666666666666
2934,Sunny Gupta,3,2934,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2935,RJ Nicol,2,2935,42,941,88,24,40,1183,6,2,4,146,23.525,79.54353338968724,5.183431952662722
2936,JDP Oram,2,2936,100,2338,192,81,82,2641,15,3,6,129,28.51219512195122,88.5270730783794,4.8845134418780765
2937,DR Flynn,1,2937,36,1007,124,6,33,2256,7,0,3,73,30.515151515151516,44.63652482269504,1.1648936170212767
2938,AM Ellis,0,2938,17,179,11,3,13,197,0,0,1,33,13.76923076923077,90.86294416243655,2.8477157360406093
2939,TS Nethula,0,2939,3,12,1,0,2,10,0,0,1,9,6.0,120.0,2.7
2940,DC Thomas,0,2940,19,238,19,2,18,361,0,0,3,37,13.222222222222221,65.92797783933518,1.9473684210526316
2941,CFK van Wyk,1,2941,9,341,41,0,8,678,1,1,1,102,42.625,50.29498525073747,1.3539823008849559
2942,CS Martin,3,2942,35,78,8,0,16,320,0,0,14,12,4.875,24.375,1.3125
2943,KS Lokuarachchi,2,2943,7,103,6,3,7,98,1,0,2,69,14.714285714285714,105.10204081632652,4.928571428571429
2944,Shakeel Ansar,3,2944,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2945,NT Paranavitana,1,2945,31,1792,206,5,26,4230,14,6,0,134,68.92307692307692,42.364066193853425,0.9820330969267139
2946,TT Samaraweera,1,2946,68,3851,448,6,47,7085,30,13,5,255,81.93617021276596,54.35426958362738,2.44742413549753
2947,Mohammad Ayub,1,2947,1,47,4,0,1,166,0,0,0,47,47.0,28.313253012048197,0.28313253012048195
2948,MS Panesar,3,2948,31,119,9,0,24,407,0,0,7,16,4.958333333333333,29.238329238329236,1.2186732186732188
2949,SE Rowe,1,2949,5,63,3,3,1,51,0,0,0,29,63.0,123.52941176470588,2.843137254901961
