,Batsmen,clus,_c0,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score,ave,sr,custom
2950,PG Fulton,1,2950,71,2046,192,38,65,3766,10,2,4,246,31.476923076923075,54.328199681359536,4.63781200212427
2951,BP Martin,0,2951,5,74,14,0,4,137,0,0,0,41,18.5,54.01459854014598,1.4963503649635037
2952,SC Kerrigan,3,2952,1,1,0,0,0,12,0,0,0,1,0.0,8.333333333333332,0.08333333333333333
2953,TGJ Gruijters,0,2953,6,52,3,1,3,61,0,0,0,21,17.333333333333332,85.24590163934425,2.0655737704918034
2954,Junaid Siddique,1,2954,68,1952,218,14,66,3531,14,3,6,132,29.575757575757574,55.281789861229115,2.542056074766355
2955,RM Hira,0,2955,3,37,4,1,2,32,0,0,0,20,18.5,115.625,1.875
2956,H Davids,2,2956,11,169,18,4,11,153,2,0,2,68,15.363636363636363,110.45751633986929,4.888888888888889
2957,Tanvir Ahmed (1),1,2957,6,188,27,2,4,277,2,0,0,61,47.0,67.87003610108303,1.3212996389891696
2958,IG Butler,0,2958,12,83,6,2,8,128,0,0,2,25,10.375,64.84375,2.34375
2959,RR Sarwan,1,2959,114,4402,411,37,98,6685,32,8,5,291,44.91836734693877,65.84891548242334,4.96245325355273
2960,M Arora,1,2960,4,139,19,0,3,184,1,0,1,74,46.333333333333336,75.54347826086956,1.608695652173913
2961,Shoaib Razzak,3,2961,1,10,1,0,1,17,0,0,0,10,10.0,58.82352941176471,0.5882352941176471
2962,CR Pedersen,0,2962,11,223,23,1,8,340,0,0,0,48,27.875,65.58823529411765,1.5529411764705883
2963,A Lambert,0,2963,5,137,15,1,5,206,1,0,1,51,27.4,66.50485436893204,1.2378640776699028
2964,HS Hansen,0,2964,2,12,2,0,1,15,0,0,0,6,12.0,80.0,0.8
2965,AB Chawla,0,2965,4,34,7,0,3,35,0,0,0,14,11.333333333333334,97.14285714285714,1.6
2966,L Slebsager,3,2966,5,9,1,0,2,18,0,0,1,5,4.5,50.0,1.3888888888888888
2967,IJ Kikasi,3,2967,5,62,6,1,5,121,0,0,0,33,12.4,51.2396694214876,1.3636363636363635
2968,B Mwita,2,2968,6,99,10,3,6,101,1,0,2,60,16.5,98.01980198019803,3.5643564356435644
2969,B Narender Reddy,3,2969,2,23,1,0,2,60,0,0,1,23,11.5,38.333333333333336,0.7666666666666667
2970,PVSS Raja,0,2970,1,4,0,0,1,5,0,0,0,4,4.0,80.0,0.8
2971,R Madhavan,3,2971,2,13,0,0,2,65,0,0,0,11,6.5,20.0,0.3384615384615385
2972,Aditya Mishra,0,2972,3,21,2,1,3,25,0,0,1,15,7.0,84.0,1.8
2973,OM Baker,0,2973,7,114,12,1,6,169,0,0,2,40,19.0,67.45562130177515,1.6568047337278107
2974,ZR Jaboneke,0,2974,3,12,2,0,1,10,0,0,1,7,12.0,120.0,2.1
2975,Nik Arifin,3,2975,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2976,SAN Anjum,3,2976,1,2,0,0,0,6,0,0,0,2,0.0,33.33333333333333,0.3333333333333333
2977,BK Das,0,2977,3,28,1,2,3,21,0,0,0,15,9.333333333333334,133.33333333333331,2.142857142857143
2978,S Regmi,0,2978,3,19,2,0,2,20,0,0,0,14,9.5,95.0,2.1
2979,RG Corns,0,2979,2,36,2,1,2,41,0,0,0,24,18.0,87.8048780487805,1.170731707317073
2980,P Baskota,0,2980,2,26,3,1,1,30,0,0,0,19,26.0,86.66666666666667,1.2666666666666666
2981,Taha Ahmed,0,2981,6,59,3,2,5,69,0,0,1,19,11.8,85.5072463768116,1.6521739130434783
2982,Azurdeen Mohammed,3,2982,1,10,0,1,1,17,0,0,0,10,10.0,58.82352941176471,0.5882352941176471
2983,KF Bakiweyem,3,2983,2,12,1,0,2,28,0,0,0,7,6.0,42.857142857142854,0.5
2984,O Harvey,1,2984,2,84,8,3,1,140,1,0,0,51,84.0,60.0,0.7285714285714285
2985,A Kind-David,3,2985,2,9,0,1,2,14,0,0,1,9,4.5,64.28571428571429,1.2857142857142858
2986,D Smith,3,2986,1,9,0,0,1,44,0,0,0,9,9.0,20.454545454545457,0.20454545454545456
2987,L Natapei,0,2987,2,41,4,1,2,79,0,0,1,41,20.5,51.89873417721519,1.0379746835443038
2988,J Shearer,0,2988,2,14,2,0,2,18,0,0,0,11,7.0,77.77777777777779,1.2222222222222223
2989,NA Miyaji,3,2989,2,34,3,0,2,132,0,0,0,28,17.0,25.757575757575758,0.42424242424242425
2990,A Patmore,1,2990,2,192,21,2,2,273,2,1,0,101,96.0,70.32967032967034,0.73992673992674
2991,D Mee,3,2991,2,0,0,0,2,5,0,0,2,0,0.0,0.0,0.0
2992,M Kobayashi,1,2992,3,80,12,0,2,116,0,0,0,47,40.0,68.96551724137932,1.2155172413793103
2993,M Hanif Khan,0,2993,1,10,2,0,1,8,0,0,0,10,10.0,125.0,1.25
2994,K Ogawa,0,2994,1,16,1,1,1,10,0,0,0,16,16.0,160.0,1.6
2995,T Chino,3,2995,2,1,0,0,1,8,0,0,1,1,1.0,12.5,0.25
2996,T Hagihara,0,2996,2,9,1,0,0,10,0,0,0,6,0.0,90.0,1.2
2997,B Luitel,3,2997,1,13,2,0,0,23,0,0,0,13,0.0,56.52173913043478,0.5652173913043478
2998,T Dorji,3,2998,1,1,0,0,1,5,0,0,0,1,1.0,20.0,0.2
2999,B Wakhley,3,2999,2,5,0,0,2,19,0,0,0,3,2.5,26.31578947368421,0.3157894736842105
3000,D Dorji,0,3000,2,15,1,1,1,12,0,0,0,13,15.0,125.0,2.1666666666666665
3001,DK Subba,3,3001,2,5,1,0,1,14,0,0,0,4,5.0,35.714285714285715,0.5714285714285714
3002,S Cotter,0,3002,2,32,5,0,2,39,0,0,0,26,16.0,82.05128205128204,1.3333333333333333
3003,G Clarke,3,3003,2,31,2,0,1,96,0,0,0,22,31.0,32.29166666666667,0.4583333333333333
3004,BF Mailata,3,3004,2,31,3,1,2,57,0,0,0,30,15.5,54.385964912280706,1.0526315789473684
3005,DE Burgess,3,3005,2,25,1,0,1,79,0,0,0,19,25.0,31.645569620253166,0.4810126582278481
3006,T Kaisala,0,3006,2,51,3,5,2,46,0,0,0,49,25.5,110.86956521739131,2.130434782608696
3007,F Mulivai,2,3007,2,22,1,2,1,11,0,0,0,11,22.0,200.0,2.0
3008,M Shahbaz Butt,3,3008,1,8,2,0,1,15,0,0,0,8,8.0,53.333333333333336,0.5333333333333333
3009,Shahid Ahmed,0,3009,1,11,2,0,1,10,0,0,0,11,11.0,110.00000000000001,1.1
3010,Ali Saleem,1,3010,1,89,13,2,1,87,1,0,0,89,89.0,102.29885057471265,1.0229885057471264
3011,UH Sahi,0,3011,1,35,5,1,0,23,0,0,0,35,0.0,152.17391304347828,1.5217391304347827
3012,Babar Shahzad,2,3012,1,9,0,1,0,3,0,0,0,9,0.0,300.0,3.0
3013,IC West,3,3013,1,0,0,0,1,10,0,0,1,0,0.0,0.0,0.0
3014,ML Su'a,3,3014,1,6,1,0,1,12,0,0,0,6,6.0,50.0,0.5
3015,T Alatasi,3,3015,1,6,0,0,1,18,0,0,0,6,6.0,33.33333333333333,0.3333333333333333
3016,W Mariner,3,3016,1,10,2,0,1,17,0,0,0,10,10.0,58.82352941176471,0.5882352941176471
3017,N Vaasili,3,3017,1,1,0,0,0,5,0,0,0,1,0.0,20.0,0.2
3018,F Uegaki,3,3018,1,3,0,0,1,14,0,0,0,3,3.0,21.428571428571427,0.21428571428571427
3019,N Miyaji,3,3019,1,5,0,0,1,7,0,0,0,5,5.0,71.42857142857143,0.7142857142857143
3020,M Taniyama,3,3020,2,7,0,0,2,13,0,0,1,7,3.5,53.84615384615385,1.0769230769230769
3021,S Nakano,3,3021,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3022,N Shah,3,3022,1,20,3,0,1,65,0,0,0,20,20.0,30.76923076923077,0.3076923076923077
3023,Sheikh Muhammad,3,3023,1,24,2,0,1,59,0,0,0,24,24.0,40.67796610169492,0.4067796610169492
3024,S Muhammad,0,3024,1,22,3,1,1,32,0,0,0,22,22.0,68.75,0.6875
3025,JM Farmiloe,3,3025,1,1,0,0,1,5,0,0,0,1,1.0,20.0,0.2
3026,A Iqbal,3,3026,1,10,1,0,1,23,0,0,0,10,10.0,43.47826086956522,0.43478260869565216
3027,M Krishnamoorthy,3,3027,1,0,0,0,1,4,0,0,1,0,0.0,0.0,0.0
3028,S Newport,3,3028,1,7,1,0,1,16,0,0,0,7,7.0,43.75,0.4375
3029,A Rehman,0,3029,1,20,2,1,1,29,0,0,0,20,20.0,68.96551724137932,0.6896551724137931
3030,S Mehta,0,3030,1,27,4,0,1,35,0,0,0,27,27.0,77.14285714285715,0.7714285714285715
3031,W Shafiq,3,3031,1,8,1,0,1,17,0,0,0,8,8.0,47.05882352941176,0.47058823529411764
3032,F Khaliq,3,3032,1,5,0,0,0,11,0,0,0,5,0.0,45.45454545454545,0.45454545454545453
3033,MJ Avok,0,3033,1,6,1,0,0,5,0,0,0,6,0.0,120.0,1.2
3034,K Tari,0,3034,1,2,0,0,0,2,0,0,0,2,0.0,100.0,1.0
3035,LJ Poulton,0,3035,8,159,22,0,7,188,0,0,0,39,22.714285714285715,84.57446808510637,1.6595744680851063
3036,SA Millanta,0,3036,2,15,3,0,0,19,0,0,1,15,0.0,78.94736842105263,1.5789473684210527
3037,RH Candy,0,3037,3,10,0,0,1,14,0,0,1,6,10.0,71.42857142857143,1.2857142857142858
3038,Tazia Akhter,3,3038,2,3,0,0,2,10,0,0,1,3,1.5,30.0,0.6
3039,Lily Rani Biswas,3,3039,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3040,Mariam Hasan,0,3040,2,9,0,0,2,10,0,0,0,8,4.5,90.0,1.6
3041,Shukhtara Rahman,0,3041,1,16,1,0,0,19,0,0,0,16,0.0,84.21052631578947,0.8421052631578947
3042,C Brits,1,3042,6,143,13,1,5,187,1,0,1,60,28.6,76.47058823529412,1.9251336898395721
3043,TS Cordes,3,3043,1,0,0,0,1,11,0,0,1,0,0.0,0.0,0.0
3044,Y Potgieter,3,3044,1,5,1,0,0,7,0,0,0,5,0.0,71.42857142857143,0.7142857142857143
3045,Usman Limbada,1,3045,8,182,18,1,5,238,0,0,0,50,36.4,76.47058823529412,1.680672268907563
3046,MS Aulakh,3,3046,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3047,MM Iqbal,0,3047,7,79,7,0,6,142,0,0,0,31,13.166666666666666,55.633802816901415,1.528169014084507
3048,D Murphy,0,3048,7,44,1,0,4,61,0,0,1,20,11.0,72.1311475409836,2.2950819672131146
3049,NM Carter,3,3049,4,7,0,0,4,21,0,0,1,3,1.75,33.33333333333333,0.5714285714285714
3050,DLS van Bunge,0,3050,17,234,15,8,14,336,1,0,2,52,16.714285714285715,69.64285714285714,2.630952380952381
3051,SJ Elliott,1,3051,2,133,15,0,1,342,1,1,0,114,133.0,38.88888888888889,0.6666666666666666
3052,TMK Mawoyo,1,3052,18,673,81,0,16,1805,7,1,1,175,42.0625,37.285318559556785,1.745152354570637
3053,CD Barnwell,2,3053,6,78,4,4,4,62,0,0,1,34,19.5,125.80645161290323,3.2903225806451615
3054,RW Price,0,3054,46,319,29,5,37,530,0,0,8,46,8.621621621621621,60.18867924528302,3.9924528301886792
3055,KV Jain,0,3055,7,74,6,0,6,148,1,0,2,56,12.333333333333334,50.0,2.6486486486486487
3056,MC Juneja,0,3056,7,125,11,1,7,127,0,0,0,49,17.857142857142858,98.4251968503937,2.7007874015748032
3057,KB Arun Karthik,0,3057,8,51,4,1,5,48,0,0,1,19,10.2,106.25,3.1666666666666665
3058,R Shukla,0,3058,4,19,2,0,1,21,0,0,0,14,19.0,90.47619047619048,2.6666666666666665
3059,S Sreesanth,0,3059,49,212,28,1,26,451,0,0,14,29,8.153846153846153,47.006651884700666,3.1507760532150777
3060,AB Agarkar,0,3060,39,303,20,5,26,377,0,0,2,39,11.653846153846153,80.37135278514589,4.0344827586206895
3061,L Balaji,0,3061,14,43,3,1,8,53,0,0,5,15,5.375,81.13207547169812,3.9622641509433962
3062,IC Pandey,3,3062,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3063,X Thalaivan Sargunam,3,3063,1,10,0,0,1,16,0,0,0,10,10.0,62.5,0.625
3064,S Narwal,2,3064,4,37,6,0,3,27,0,0,1,23,12.333333333333334,137.03703703703704,3.4074074074074074
3065,UA Birla,3,3065,1,7,1,0,1,14,0,0,0,7,7.0,50.0,0.5
3066,M Rawat,0,3066,11,55,4,1,5,65,0,0,1,23,11.0,84.61538461538461,3.8923076923076922
3067,RV Gomez,2,3067,9,50,5,1,6,49,0,0,3,26,8.333333333333334,102.04081632653062,4.775510204081633
3068,JNK Shannon,3,3068,4,11,1,0,4,20,0,0,1,7,2.75,55.00000000000001,1.4
3069,JW Ogle-Thomas,3,3069,3,16,1,0,3,25,0,0,0,9,5.333333333333333,64.0,1.08
3070,KO Meth,0,3070,9,127,12,2,7,219,1,0,2,52,18.142857142857142,57.99086757990868,2.136986301369863
3071,Enamul Haque jnr,3,3071,7,39,5,0,4,130,0,0,1,13,9.75,30.0,0.7
3072,Sajedul Islam,3,3072,3,18,2,0,3,41,0,0,0,9,6.0,43.90243902439025,0.6585365853658537
3073,NE Farrant,0,3073,1,1,0,0,0,1,0,0,0,1,0.0,100.0,1.0
3074,RA Marshall,1,3074,3,136,14,6,2,99,1,1,0,122,68.0,137.37373737373736,3.696969696969697
3075,BS Bartley,0,3075,6,50,3,1,6,54,0,0,1,15,8.333333333333334,92.5925925925926,1.6666666666666667
3076,NC McGarrell,1,3076,3,66,6,2,1,70,0,0,0,23,66.0,94.28571428571428,0.9857142857142858
3077,CRM Douglas,0,3077,5,48,5,0,5,77,0,0,1,21,9.6,62.33766233766234,1.3636363636363635
3078,SD Outerbridge,0,3078,13,165,15,1,12,300,0,0,3,42,13.75,55.00000000000001,1.82
3079,DL Hemp,1,3079,22,547,61,5,18,744,5,0,3,76,30.38888888888889,73.52150537634408,2.247311827956989
3080,Jason Anderson,1,3080,2,38,4,2,1,57,0,0,0,29,38.0,66.66666666666666,1.0175438596491229
3081,T Gibbons,3,3081,3,34,5,0,3,64,0,0,1,33,11.333333333333334,53.125,1.546875
3082,RJ Robinson,0,3082,5,44,6,1,4,38,0,0,1,22,11.0,115.78947368421053,2.8947368421052633
3083,Ghazanfar Iqbal,3,3083,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3084,A Ramesh,3,3084,3,22,3,0,3,73,0,0,0,11,7.333333333333333,30.136986301369863,0.4520547945205479
3085,HJ Mehta,3,3085,1,11,0,0,1,19,0,0,0,11,11.0,57.89473684210527,0.5789473684210527
3086,HP Patrizi,0,3086,4,57,1,4,3,79,0,0,1,49,19.0,72.15189873417721,2.481012658227848
3087,PA Petricola,0,3087,14,342,25,6,14,447,2,0,2,89,24.428571428571427,76.51006711409396,2.7874720357941833
3088,DSF Arsakulasuriya,2,3088,5,32,4,1,2,23,0,0,0,15,16.0,139.1304347826087,3.260869565217391
3089,M Ndiko,3,3089,1,7,1,0,1,14,0,0,0,7,7.0,50.0,0.5
3090,B Musoke,3,3090,2,1,0,0,2,21,0,0,1,1,0.5,4.761904761904762,0.09523809523809523
3091,RG Okia,0,3091,8,137,5,8,5,174,0,0,0,33,27.4,78.73563218390804,1.5172413793103448
3092,MGDCK Fernando,0,3092,3,21,3,0,3,29,0,0,0,11,7.0,72.41379310344827,1.1379310344827587
3093,E Schiferli,3,3093,5,20,2,0,3,39,0,0,0,5,6.666666666666667,51.28205128205128,0.6410256410256411
3094,NO Miller,0,3094,31,307,24,4,17,411,1,0,5,51,18.058823529411764,74.69586374695864,3.846715328467153
3095,MEMO Scott-Hayward,0,3095,12,73,5,0,8,81,0,0,3,16,9.125,90.12345679012346,2.3703703703703702
3096,S Sivanantham,0,3096,2,46,5,0,2,71,0,0,0,32,23.0,64.7887323943662,0.9014084507042254
3097,D Shabbir,1,3097,2,59,5,0,1,77,0,0,0,36,59.0,76.62337662337663,0.935064935064935
3098,MJ Turik,3,3098,2,10,0,0,2,15,0,0,0,8,5.0,66.66666666666666,1.0666666666666667
3099,J Bartholemew,0,3099,2,6,1,0,2,8,0,0,0,4,3.0,75.0,1.0
3100,J White,3,3100,1,1,0,0,1,4,0,0,0,1,1.0,25.0,0.25
3101,V Vithanage,0,3101,1,4,1,0,1,3,0,0,0,4,4.0,133.33333333333331,1.3333333333333333
3102,K Coulter,3,3102,2,6,0,0,1,19,0,0,0,3,6.0,31.57894736842105,0.3157894736842105
3103,S Tittlemier,0,3103,2,14,1,0,1,19,0,0,0,10,14.0,73.68421052631578,1.0526315789473684
3104,E Yamaguchi,3,3104,2,2,0,0,2,6,0,0,0,1,1.0,33.33333333333333,0.3333333333333333
3105,M Takada,3,3105,2,5,1,0,0,11,0,0,1,5,0.0,45.45454545454545,0.9090909090909091
3106,N Konchan,3,3106,1,3,0,0,1,6,0,0,0,3,3.0,50.0,0.5
3107,HW Rambaldo,1,3107,4,148,9,0,3,191,2,0,0,58,49.333333333333336,77.4869109947644,1.2146596858638743
3108,T van der Gun,0,3108,2,31,3,0,2,23,0,0,0,20,15.5,134.7826086956522,1.7391304347826086
3109,DM Braat,3,3109,4,34,1,0,3,60,0,0,0,12,11.333333333333334,56.666666666666664,0.8
3110,LN McCarthy,3,3110,11,30,1,0,7,67,0,0,2,7,4.285714285714286,44.776119402985074,1.1492537313432836
3111,A Suda,3,3111,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3112,A Burdett,3,3112,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3113,MT Chinouya,3,3113,4,7,1,0,2,40,0,0,2,6,3.5,17.5,0.6
3114,RA Rolfe,3,3114,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
3115,Asad Ali,0,3115,2,13,0,1,2,14,0,0,0,11,6.5,92.85714285714286,1.5714285714285714
3116,S Matsikenyeri,0,3116,53,993,87,12,49,1266,5,0,3,86,20.26530612244898,78.43601895734598,3.6003159557661926
3117,T Mupariwa,3,3117,16,71,7,1,13,163,0,0,7,20,5.461538461538462,43.558282208588956,1.9631901840490797
3118,Kamran Shazad,2,3118,4,21,1,2,4,19,0,0,3,21,5.25,110.5263157894737,4.421052631578948
3119,HS Almuzahim,0,3119,6,93,10,2,5,101,0,0,0,45,18.6,92.07920792079209,2.6732673267326734
3120,Mohammad Azam,0,3120,9,183,16,4,9,203,1,0,1,51,20.333333333333332,90.14778325123153,2.2610837438423643
3121,Pawan Kumar,3,3121,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3122,CJ Botma,3,3122,2,6,0,0,2,15,0,0,1,6,3.0,40.0,0.8
3123,KL Tucker,0,3123,4,16,1,1,2,14,0,0,2,12,8.0,114.28571428571428,3.4285714285714284
3124,G Goudie,0,3124,3,9,1,0,3,8,0,0,0,7,3.0,112.5,2.625
3125,SO Tikolo,2,3125,37,782,96,9,31,864,3,0,5,89,25.225806451612904,90.50925925925925,3.8113425925925926
3126,TM Odoyo,2,3126,33,643,49,18,28,836,4,1,4,111,22.964285714285715,76.91387559808612,4.381578947368421
3127,GO Jones,0,3127,19,414,33,11,16,380,2,0,1,55,25.875,108.94736842105263,2.75
3128,CN Kent,0,3128,6,63,4,2,6,53,0,0,0,24,10.5,118.86792452830188,2.7169811320754715
3129,Mohammad Shafiq,0,3129,8,87,5,0,5,88,0,0,1,25,17.4,98.86363636363636,2.272727272727273
3130,A Bagai,1,3130,27,835,80,2,24,1145,6,0,1,87,34.791666666666664,72.92576419213974,2.051528384279476
3131,Munir Dar,2,3131,9,115,11,4,8,93,0,0,0,36,14.375,123.65591397849462,3.4838709677419355
3132,EHSN Silva,0,3132,7,39,1,0,3,52,0,0,0,13,13.0,75.0,1.75
3133,JR Hansen,3,3133,1,1,0,0,1,2,0,0,0,1,1.0,50.0,0.5
3134,D Daesrath,0,3134,5,73,3,3,4,98,0,0,1,31,18.25,74.48979591836735,1.5816326530612246
3135,T Verwey,0,3135,1,1,0,0,1,1,0,0,0,1,1.0,100.0,1.0
3136,CR Amini,0,3136,3,19,0,0,1,21,0,0,0,11,19.0,90.47619047619048,1.5714285714285714
3137,K Kamyuka,0,3137,2,4,0,0,2,3,0,0,0,2,2.0,133.33333333333331,1.3333333333333333
3138,A Ziraba,3,3138,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
3139,Imran Awan,3,3139,1,1,0,0,1,2,0,0,0,1,1.0,50.0,0.5
3140,AS Dean,3,3140,2,1,0,0,1,2,0,0,1,1,1.0,50.0,1.0
3141,KRS Hansen,3,3141,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3142,Asim Khurshid,0,3142,2,17,0,0,2,23,0,0,1,17,8.5,73.91304347826086,1.4782608695652173
3143,S Groenewald,3,3143,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3144,JK Mukhiya,0,3144,1,6,1,0,0,4,0,0,0,6,0.0,150.0,1.5
3145,EJ Richardson,0,3145,1,12,2,0,1,17,0,0,0,12,12.0,70.58823529411765,0.7058823529411765
3146,AJ Redmond,1,3146,19,505,72,4,18,857,3,1,0,102,28.055555555555557,58.92648774795799,2.261376896149358
3147,A le Breton,0,3147,3,27,3,0,2,28,0,0,0,14,13.5,96.42857142857143,1.5
3148,Shathira Jakir,3,3148,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3149,Sultana Yesmin,3,3149,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3150,HK Bennett,3,3150,6,14,0,0,3,62,0,0,2,4,4.666666666666667,22.58064516129032,0.3870967741935484
3151,SD Robson,1,3151,7,336,42,1,7,745,2,1,0,151,48.0,45.100671140939596,1.4187919463087248
3152,Pankaj Singh,0,3152,8,20,2,0,4,31,0,0,2,10,5.0,64.51612903225806,2.5806451612903225
3153,SDNS Karunaratne,0,3153,3,22,3,0,2,23,0,0,0,13,11.0,95.65217391304348,1.6956521739130435
3154,RS Vandort,3,3154,3,2,0,0,1,8,0,0,1,1,2.0,25.0,0.375
3155,Marshall Ayub,1,3155,3,125,13,1,3,286,1,0,0,56,41.666666666666664,43.70629370629371,0.5874125874125874
3156,Najeeb Amar,0,3156,3,36,5,0,2,49,0,0,0,21,18.0,73.46938775510205,1.2857142857142858
3157,V Shetty,0,3157,3,18,1,0,2,28,0,0,0,10,9.0,64.28571428571429,1.0714285714285714
3158,JM Dibble,3,3158,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
3159,Soniya Dabir,0,3159,4,27,2,0,3,24,0,0,0,9,9.0,112.5,1.5
3160,ELC Flanagan,0,3160,3,26,3,0,3,38,0,0,0,12,8.666666666666666,68.42105263157895,0.9473684210526315
3161,L Kumari,3,3161,1,2,0,0,1,9,0,0,0,2,2.0,22.22222222222222,0.2222222222222222
3162,SK Naidu,3,3162,2,11,0,0,2,28,0,0,1,11,5.5,39.285714285714285,0.7857142857142857
3163,K McKenna,3,3163,2,8,0,0,1,24,0,0,1,8,8.0,33.33333333333333,0.6666666666666666
3164,Shohely Akhter,3,3164,1,3,0,0,1,4,0,0,0,3,3.0,75.0,0.75
3165,Zeeshan Siddiqi,3,3165,1,7,1,0,1,20,0,0,0,7,7.0,35.0,0.35
3166,TC Bastiampillai,0,3166,5,89,11,2,4,158,0,0,0,49,22.25,56.32911392405063,1.5506329113924051
3167,Khurram Chohan,0,3167,11,87,6,2,7,145,0,0,0,22,12.428571428571429,60.0,1.6689655172413793
3168,LR Johnson,1,3168,12,422,57,2,12,884,4,1,2,107,35.166666666666664,47.737556561085974,1.4524886877828054
3169,KK Peters,3,3169,1,0,0,0,0,3,0,0,1,0,0.0,0.0,0.0
3170,SB Odedra,3,3170,1,2,0,0,1,33,0,0,0,2,2.0,6.0606060606060606,0.06060606060606061
3171,Fikri Rosdi,3,3171,2,50,5,0,2,103,0,0,0,27,25.0,48.54368932038835,0.5242718446601942
3172,AE Hall,3,3172,3,8,1,0,3,20,0,0,1,6,2.6666666666666665,40.0,0.9
3173,RN Roach,3,3173,4,52,6,0,4,158,0,0,0,22,13.0,32.91139240506329,0.5569620253164557
3174,Ronald Ebanks,0,3174,4,67,10,0,4,94,0,0,0,28,16.75,71.27659574468085,1.1914893617021276
3175,N Sellars,3,3175,2,2,0,0,0,4,0,0,0,1,0.0,50.0,0.5
3176,IR Rotsey,3,3176,2,2,0,0,2,14,0,0,1,2,1.0,14.285714285714285,0.2857142857142857
3177,E Ofem,1,3177,1,90,13,1,1,99,1,0,0,90,90.0,90.9090909090909,0.9090909090909091
3178,EA Okwudili,3,3178,2,12,0,0,1,32,0,0,0,7,12.0,37.5,0.4375
3179,Ricky Sharma,3,3179,2,0,0,0,2,10,0,0,2,0,0.0,0.0,0.0
3180,HG Mohammed,3,3180,1,2,0,0,1,3,0,0,0,2,2.0,66.66666666666666,0.6666666666666666
3181,IDA Damarell,1,3181,2,74,14,0,2,108,0,0,0,43,37.0,68.51851851851852,0.7962962962962963
3182,L Savident,1,3182,2,94,11,2,2,107,1,0,0,76,47.0,87.85046728971963,1.4205607476635513
3183,O Bryan,3,3183,1,13,1,0,1,42,0,0,0,13,13.0,30.952380952380953,0.30952380952380953
3184,O Olatunji,3,3184,1,23,1,0,1,54,0,0,0,23,23.0,42.592592592592595,0.42592592592592593
3185,O Onwuzulike,3,3185,1,15,0,1,1,28,0,0,0,15,15.0,53.57142857142857,0.5357142857142857
3186,SO Akolade,3,3186,1,11,0,0,0,16,0,0,0,11,0.0,68.75,0.6875
3187,JO Ogunlola,3,3187,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0
3188,E Kiongozi,0,3188,2,27,1,0,2,32,0,0,0,16,13.5,84.375,1.0
3189,GJ McCarter,0,3189,1,1,0,0,0,1,0,0,0,1,0.0,100.0,1.0
3190,YV Takawale,0,3190,10,192,26,3,8,175,0,0,2,45,24.0,109.71428571428572,2.5714285714285716
3191,S Rana,0,3191,8,91,9,1,5,77,0,0,0,19,18.2,118.18181818181819,1.974025974025974
3192,Shivam Sharma,2,3192,2,5,1,0,1,2,0,0,0,4,5.0,250.0,4.0
3193,VH Zol,0,3193,2,29,3,1,2,24,0,0,0,16,14.5,120.83333333333333,1.3333333333333333
3194,M de Lange,3,3194,2,10,2,0,2,18,0,0,0,9,5.0,55.55555555555556,1.0
3195,VS Malik,0,3195,2,7,1,0,1,6,0,0,0,6,7.0,116.66666666666667,2.0
3196,MA Vermeulen,0,3196,8,177,16,0,7,304,1,0,0,92,25.285714285714285,58.223684210526315,2.4210526315789473
3197,Noor-ul-Amin,3,3197,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0
3198,K Goel,0,3198,16,218,17,9,13,225,0,0,1,38,16.76923076923077,96.88888888888889,2.7022222222222223
3199,VRV Singh,0,3199,3,12,2,0,2,15,0,0,1,8,6.0,80.0,1.6
3200,ST Jayasuriya,2,3200,146,4356,508,137,136,4004,28,10,13,152,32.029411764705884,108.79120879120879,5.542457542457543
3201,SM Pollock,2,3201,57,1196,100,30,43,1168,6,1,6,130,27.813953488372093,102.3972602739726,6.344178082191781
3202,MA Khote,0,3202,3,24,2,1,2,20,0,0,0,9,12.0,120.0,1.35
3203,MV Boucher,1,3203,154,4057,350,69,111,5626,24,3,6,147,36.549549549549546,72.1116246000711,4.02381798791326
3204,SB Joshi,3,3204,2,6,0,0,2,14,0,0,0,3,3.0,42.857142857142854,0.42857142857142855
3205,VY Mahesh,3,3205,5,15,0,0,2,26,0,0,1,6,7.5,57.692307692307686,1.1538461538461537
3206,TM Srivastava,0,3206,3,8,0,0,1,10,0,0,1,7,8.0,80.0,2.1
