,Bowler,clus,_c0,Matches,Runs,4,6,Wickets,Overs,balls,ave,econ,sr
2084,A Mithun,0,2084,25,1084,130,27,20,199.0,1194.0,54.2,5.447236180904523,59.7
2085,R Sharma,0,2085,50,1309,80,54,53,189.4,1138.0,24.69811320754717,6.91129883843717,21.471698113207548
2086,Farhad Reza,0,2086,36,1015,118,18,21,164.4,988.0,48.333333333333336,6.173965936739659,47.04761904761905
2087,Alok Kapali,0,2087,17,454,27,7,14,80.3,483.0,32.42857142857143,5.653798256537983,34.5
2088,Elias Sunny,0,2088,12,765,61,19,24,185.3,1113.0,31.875,4.128440366972477,46.375
2089,Mohammad Ashraful,0,2089,46,898,65,24,27,177.0,1062.0,33.25925925925926,5.073446327683616,39.333333333333336
2090,Robiul Islam,0,2090,13,1056,120,5,29,322.0,1932.0,36.41379310344828,3.279503105590062,66.62068965517241
2091,K Santokie,2,2091,14,358,31,15,22,47.5,287.0,16.272727272727273,7.536842105263158,13.045454545454545
2092,GE Mathurin,2,2092,3,63,1,5,5,7.0,42.0,12.6,9.0,8.4
2093,MEK Hussey,3,2093,32,416,34,1,8,119.3,717.0,52.0,3.4870075440067057,89.625
2094,N Deonarine,0,2094,29,938,55,19,23,229.4,1378.0,40.78260869565217,4.088927637314734,59.91304347826087
2095,A Sharma,0,2095,11,221,28,0,8,44.0,264.0,27.625,5.0227272727272725,33.0
2096,G Sultana,0,2096,18,525,49,8,15,107.1,643.0,35.0,4.901960784313726,42.86666666666667
2097,HA Varaiya,0,2097,34,903,65,28,37,165.0,990.0,24.405405405405407,5.472727272727273,26.756756756756758
2098,DI Allan,2,2098,6,74,7,2,4,7.0,42.0,18.5,10.571428571428571,10.5
2099,DT Johnston,0,2099,61,1657,167,28,72,352.4,2116.0,23.01388888888889,4.702043132803633,29.38888888888889
2100,AR White,0,2100,17,260,9,3,12,55.3,333.0,21.666666666666668,4.701627486437613,27.75
2101,RG Aga,2,2101,22,367,34,6,22,69.5,419.0,16.681818181818183,5.280575539568345,19.045454545454547
2102,NG Jones,0,2102,6,91,5,0,5,27.3,165.0,18.2,3.333333333333333,33.0
2103,Zakiullah Zaki,2,2103,1,21,3,0,0,1.0,6.0,0.0,21.0,0.0
2104,H Osinde,0,2104,23,620,76,13,31,138.1,829.0,20.0,4.489500362056481,26.741935483870968
2105,Zahid Hussain,0,2105,5,140,10,1,6,26.2,158.0,23.333333333333332,5.34351145038168,26.333333333333332
2106,HS Baidwan,0,2106,29,1003,101,19,45,176.2,1058.0,22.288888888888888,5.692395005675369,23.511111111111113
2107,MA Parker,2,2107,3,79,12,0,4,12.0,72.0,19.75,6.583333333333333,18.0
2108,PL Mommsen,0,2108,4,74,6,3,2,9.3,57.0,37.0,7.956989247311827,28.5
2109,JH Stander,0,2109,7,173,16,8,6,22.4,136.0,28.833333333333332,7.7232142857142865,22.666666666666668
2110,Zamir Khan,2,2110,1,24,1,0,1,1.0,6.0,24.0,24.0,6.0
2111,Nawroz Mangal,2,2111,11,130,6,7,6,17.4,106.0,21.666666666666668,7.471264367816093,17.666666666666668
2112,TGJ Gruijters,0,2112,6,93,10,3,3,13.3,81.0,31.0,6.992481203007518,27.0
2113,GD Drummond,0,2113,15,413,36,11,9,71.3,429.0,45.888888888888886,5.792426367461431,47.666666666666664
2114,MM Iqbal,0,2114,5,161,12,4,4,23.5,143.0,40.25,6.851063829787234,35.75
2115,MS Aulakh,2,2115,3,71,9,1,3,7.5,47.0,23.666666666666668,9.466666666666667,15.666666666666666
2116,M Kartik,0,2116,64,1718,122,51,50,272.0,1632.0,34.36,6.3161764705882355,32.64
2117,Harmeet Singh,2,2117,27,665,66,20,30,89.0,534.0,22.166666666666668,7.47191011235955,17.8
2118,PC Valthaty,0,2118,10,199,15,7,7,24.4,148.0,28.428571428571427,8.155737704918034,21.142857142857142
2119,SK Trivedi,0,2119,75,1840,154,51,73,256.1,1537.0,25.205479452054796,7.184693479109722,21.054794520547944
2120,A Singh,2,2120,23,603,67,17,31,77.4,466.0,19.451612903225808,7.790697674418604,15.03225806451613
2121,KK Cooper,2,2121,25,725,59,23,36,96.4,580.0,20.13888888888889,7.520746887966805,16.11111111111111
2122,BJ Hodge,2,2122,27,395,27,16,20,56.0,336.0,19.75,7.053571428571429,16.8
2123,AA Chavan,0,2123,13,318,28,16,8,40.0,240.0,39.75,7.95,30.0
2124,TP Sudhindra,3,2124,3,132,9,9,1,9.0,54.0,132.0,14.666666666666666,54.0
2125,JD Ryder,0,2125,46,956,100,22,29,184.1,1105.0,32.96551724137931,5.192829983704509,38.10344827586207
2126,Anand Rajan,2,2126,8,188,17,8,10,25.2,152.0,18.8,7.4603174603174605,15.2
2127,RR Bhatkal,1,2127,1,35,2,3,0,0.2,2.0,0.0,175.0,0.0
2128,P Awana,2,2128,35,1071,114,39,43,131.4,790.0,24.906976744186046,8.150684931506849,18.372093023255815
2129,AL Menaria,0,2129,12,140,15,4,3,18.0,108.0,46.666666666666664,7.777777777777778,36.0
2130,VY Mahesh,2,2130,17,478,47,20,22,58.1,349.0,21.727272727272727,8.227194492254734,15.863636363636363
2131,BA Bhatt,0,2131,15,389,35,13,13,47.1,283.0,29.923076923076923,8.259023354564755,21.76923076923077
2132,AB Agarkar,0,2132,81,2639,295,54,90,469.3,2817.0,29.322222222222223,5.623268698060942,31.3
2133,V Pratap Singh,2,2133,9,289,31,10,12,31.5,191.0,24.083333333333332,9.174603174603174,15.916666666666666
2134,Pankaj Singh,3,2134,20,786,102,20,13,131.1,787.0,60.46153846153846,5.995423340961099,60.53846153846154
2135,KP Appanna,0,2135,13,278,20,11,11,35.2,212.0,25.272727272727273,7.8977272727272725,19.272727272727273
2136,Y Nagar,0,2136,8,117,11,6,4,11.1,67.0,29.25,10.54054054054054,16.75
2137,SC Ganguly,0,2137,42,802,68,18,21,146.2,878.0,38.19047619047619,5.485636114911081,41.80952380952381
2138,A Chandila,2,2138,12,242,17,10,11,35.4,214.0,22.0,6.836158192090395,19.454545454545453
2139,R Shukla,0,2139,7,198,21,9,7,19.1,115.0,28.285714285714285,10.366492146596858,16.428571428571427
2140,LR Shukla,0,2140,27,429,39,16,17,53.3,321.0,25.235294117647058,8.048780487804878,18.88235294117647
2141,AM Nayar,0,2141,20,326,23,13,9,42.2,254.0,36.22222222222222,7.725118483412322,28.22222222222222
2142,AUK Pathan,2,2142,3,57,5,2,0,6.0,36.0,0.0,9.5,0.0
2143,AA Jhunjhunwala,3,2143,10,126,10,5,1,12.1,73.0,126.0,10.413223140495868,73.0
2144,P Parameswaran,2,2144,8,219,23,10,9,23.1,139.0,24.333333333333332,9.48051948051948,15.444444444444445
2145,J Syed Mohammad,0,2145,11,279,18,12,10,30.1,181.0,27.9,9.269102990033222,18.1
2146,RR Powar,0,2146,51,1526,102,41,48,301.2,1808.0,31.791666666666668,5.066401062416999,37.666666666666664
2147,K Upadhyay,2,2147,3,79,9,3,0,6.0,36.0,0.0,13.166666666666666,0.0
2148,Y Venugopal Rao,0,2148,20,329,30,13,7,36.1,217.0,47.0,9.113573407202216,31.0
2149,AG Murtaza,0,2149,12,304,22,14,12,43.1,259.0,25.333333333333332,7.0533642691415315,21.583333333333332
2150,Sunny Gupta,1,2150,1,45,4,3,0,0.4,4.0,0.0,112.5,0.0
2151,JDP Oram,0,2151,126,3636,362,59,132,865.4,5194.0,27.545454545454547,4.201525306216778,39.34848484848485
2152,RM Hira,0,2152,13,327,21,16,10,42.0,252.0,32.7,7.785714285714286,25.2
2153,RJ Nicol,0,2153,32,494,29,24,16,80.3,483.0,30.875,6.151930261519303,30.1875
2154,AM Ellis,0,2154,17,514,48,15,16,89.2,536.0,32.125,5.762331838565022,33.5
2155,TS Nethula,0,2155,5,237,14,9,5,41.2,248.0,47.4,5.752427184466019,49.6
2156,DR Flynn,2,2156,4,26,2,1,0,4.1,25.0,0.0,6.341463414634147,0.0
2157,AB Fudadin,2,2157,1,11,1,0,0,0.5,5.0,0.0,22.0,0.0
2158,CS Martin,0,2158,52,4559,629,30,137,1335.0,8010.0,33.277372262773724,3.4149812734082396,58.46715328467153
2159,DG Brownlie,0,2159,4,51,5,0,1,10.2,62.0,51.0,5.0,62.0
2160,KS Lokuarachchi,0,2160,8,272,22,4,10,54.0,324.0,27.2,5.037037037037037,32.4
2161,S Weerakoon,0,2161,1,45,0,0,1,1.5,11.0,45.0,30.0,11.0
2162,TT Samaraweera,0,2162,6,43,1,2,2,10.1,61.0,21.5,4.257425742574258,30.5
2163,MS Panesar,0,2163,53,4148,386,78,120,1344.3,8067.0,34.56666666666667,3.0856207691735476,67.225
2164,G Gambhir,2,2164,2,15,2,0,0,1.4,10.0,0.0,10.714285714285715,0.0
2165,SC Meaker,0,2165,4,162,22,2,5,25.1,151.0,32.4,6.4541832669322705,30.2
2166,BP Martin,3,2166,5,639,82,4,12,221.4,1330.0,53.25,2.886178861788618,110.83333333333333
2167,IG Butler,2,2167,29,932,94,27,42,146.3,879.0,22.19047619047619,6.370471633629528,20.928571428571427
2168,SC Kerrigan,2,2168,1,52,8,0,0,1.3,9.0,0.0,40.0,0.0
2169,MA Carberry,1,2169,1,12,2,0,0,0.1,1.0,0.0,120.0,0.0
2170,MS Dhoni,3,2170,7,77,7,0,1,18.2,110.0,77.0,4.230769230769231,110.0
2171,JL Ontong,0,2171,4,82,6,6,2,5.2,32.0,41.0,15.769230769230768,16.0
2172,GC Smith,0,2172,33,715,43,15,18,139.2,836.0,39.72222222222222,5.136494252873564,46.44444444444444
2173,AN Petersen,3,2173,7,65,3,0,1,17.1,103.0,65.0,3.8011695906432745,103.0
2174,Tanvir Ahmed (1),0,2174,7,483,71,3,20,118.2,710.0,24.15,4.086294416243654,35.5
2175,RJ Quiney,2,2175,2,28,2,0,0,16.0,96.0,0.0,1.75,0.0
2176,HM Amla,2,2176,3,26,2,0,0,5.2,32.0,0.0,5.0,0.0
2177,RT Ponting,2,2177,7,45,4,0,0,9.1,55.0,0.0,4.945054945054945,0.0
2178,BK Das,0,2178,6,137,18,2,4,31.3,189.0,34.25,4.376996805111821,47.25
2179,S Regmi,2,2179,8,205,11,10,12,51.0,306.0,17.083333333333332,4.019607843137255,25.5
2180,Shoaib Razzak,3,2180,4,46,1,1,1,16.3,99.0,46.0,2.822085889570552,99.0
2181,B Mwita,0,2181,7,151,16,3,4,33.0,198.0,37.75,4.575757575757576,49.5
2182,ZR Jaboneke,0,2182,3,39,6,0,1,5.5,35.0,39.0,7.090909090909091,35.0
2183,HH Abdallah,2,2183,2,52,2,0,5,11.5,71.0,10.4,4.521739130434782,14.2
2184,HS Hansen,2,2184,2,36,8,0,0,3.1,19.0,0.0,11.612903225806452,0.0
2185,MR Pedersen,0,2185,11,218,12,7,11,44.4,268.0,19.818181818181817,4.90990990990991,24.363636363636363
2186,L Slebsager,0,2186,4,109,5,2,4,25.3,153.0,27.25,4.308300395256917,38.25
2187,AB Chawla,0,2187,5,116,6,4,5,24.4,148.0,23.2,4.754098360655738,29.6
2188,PVSS Raja,2,2188,1,13,1,0,3,0.5,5.0,4.333333333333333,26.0,1.6666666666666667
2189,B Narender Reddy,2,2189,2,23,0,0,0,4.5,29.0,0.0,5.111111111111111,0.0
2190,OM Baker,0,2190,7,153,19,1,7,32.1,193.0,21.857142857142858,4.766355140186915,27.571428571428573
2191,A Rajp,2,2191,2,70,3,2,3,4.0,24.0,23.333333333333332,17.5,8.0
2192,N Mapunda,2,2192,1,8,1,0,1,0.2,2.0,8.0,40.0,2.0
2193,AR Patwa,3,2193,3,79,6,3,1,13.0,78.0,79.0,6.076923076923077,78.0
2194,Hammadullah Khan,2,2194,2,25,4,0,0,2.4,16.0,0.0,10.416666666666668,0.0
2195,Nik Arifin,1,2195,1,15,3,0,0,0.2,2.0,0.0,75.0,0.0
2196,SAN Anjum,2,2196,1,22,5,0,0,1.2,8.0,0.0,18.333333333333336,0.0
2197,RG Corns,2,2197,2,51,1,1,2,3.5,23.0,25.5,14.571428571428571,11.5
2198,K Tari,0,2198,2,44,7,0,1,8.0,48.0,44.0,5.5,48.0
2199,A Kind-David,2,2199,2,43,4,1,0,7.1,43.0,0.0,6.056338028169014,0.0
2200,O Harvey,2,2200,2,93,7,3,4,12.3,75.0,23.25,7.560975609756097,18.75
2201,B Wakhley,2,2201,2,55,5,2,2,3.0,18.0,27.5,18.333333333333332,9.0
2202,D Dorji,1,2202,1,22,3,0,1,0.4,4.0,22.0,55.0,4.0
2203,T Hagihara,2,2203,3,61,7,0,6,18.2,110.0,10.166666666666666,3.3516483516483517,18.333333333333332
2204,S Nakano,2,2204,2,45,5,0,4,12.0,72.0,11.25,3.75,18.0
2205,K Ogawa,2,2205,1,1,0,0,0,1.1,7.0,0.0,0.9090909090909091,0.0
2206,NA Miyaji,0,2206,2,26,4,0,1,5.3,33.0,26.0,4.90566037735849,33.0
2207,D Mee,2,2207,2,42,3,1,4,4.5,29.0,10.5,9.333333333333334,7.25
2208,N Miyaji,2,2208,2,47,3,2,3,12.0,72.0,15.666666666666666,3.9166666666666665,24.0
2209,N Vaasili,0,2209,2,72,5,3,3,12.0,72.0,24.0,6.0,24.0
2210,F Mulivai,0,2210,2,58,8,0,3,12.5,77.0,19.333333333333332,4.64,25.666666666666668
2211,T Alatasi,2,2211,2,81,13,0,5,10.2,62.0,16.2,7.9411764705882355,12.4
2212,W Mariner,3,2212,2,71,7,3,1,9.1,55.0,71.0,7.802197802197803,55.0
2213,IC West,2,2213,2,52,7,0,4,9.1,55.0,13.0,5.714285714285714,13.75
2214,BF Mailata,0,2214,2,35,3,1,1,8.1,49.0,35.0,4.320987654320988,49.0
2215,Ali Saleem,2,2215,1,21,3,0,0,1.4,10.0,0.0,15.000000000000002,0.0
2216,Waheed Aamir,2,2216,1,34,2,2,2,1.3,9.0,17.0,26.153846153846153,4.5
2217,Wasim Tahir,2,2217,1,5,0,0,1,1.0,6.0,5.0,5.0,6.0
2218,M Shahbaz Butt,2,2218,1,15,2,0,2,1.1,7.0,7.5,13.636363636363635,3.5
2219,W Shafiq,2,2219,1,6,1,0,0,1.2,8.0,0.0,5.0,0.0
2220,F Khaliq,2,2220,1,17,2,0,5,1.5,11.0,3.4,11.333333333333334,2.2
2221,S Muhammad,2,2221,1,32,3,0,1,1.3,9.0,32.0,24.615384615384613,9.0
2222,A Rehman,2,2222,1,29,5,0,3,2.0,12.0,9.666666666666666,14.5,4.0
2223,S Newport,1,2223,1,17,3,0,1,0.3,3.0,17.0,56.66666666666667,3.0
2224,S Mehta,2,2224,1,25,3,0,0,1.3,9.0,0.0,19.23076923076923,0.0
2225,A Iqbal,2,2225,1,32,4,0,0,1.4,10.0,0.0,22.857142857142858,0.0
2226,M Taniyama,2,2226,2,59,9,1,8,6.2,38.0,7.375,9.516129032258064,4.75
2227,PK Ananya,2,2227,1,8,0,0,0,1.0,6.0,0.0,8.0,0.0
2228,SA Millanta,0,2228,3,159,19,4,3,19.4,118.0,53.0,8.195876288659795,39.333333333333336
2229,RH Candy,0,2229,5,173,21,2,6,29.4,178.0,28.833333333333332,5.884353741496599,29.666666666666668
2230,Lily Rani Biswas,2,2230,2,13,1,0,0,1.2,8.0,0.0,10.833333333333334,0.0
2231,Mariam Hasan,2,2231,2,20,0,0,4,4.1,25.0,5.0,4.878048780487806,6.25
2232,Shukhtara Rahman,2,2232,1,18,0,0,1,0.4,4.0,18.0,45.0,4.0
2233,Naeem Islam,0,2233,54,1510,105,23,37,319.5,1919.0,40.810810810810814,4.726134585289515,51.86486486486486
2234,Tamim Iqbal,2,2234,7,31,2,1,0,5.3,33.0,0.0,5.849056603773585,0.0
2235,Y Potgieter,3,2235,5,64,7,0,1,13.0,78.0,64.0,4.923076923076923,78.0
2236,Raza-ur-Rehman,3,2236,11,212,18,4,3,31.3,189.0,70.66666666666667,6.773162939297125,63.0
2237,NM Carter,0,2237,11,291,30,5,11,46.3,279.0,26.454545454545453,6.285097192224622,25.363636363636363
2238,T Mishra,1,2238,1,8,0,1,1,0.1,1.0,8.0,80.0,1.0
2239,DLS van Bunge,3,2239,7,140,10,8,2,18.5,113.0,70.0,7.5675675675675675,56.5
2240,SJ Elliott,0,2240,1,56,6,0,1,3.5,23.0,56.0,16.0,23.0
2241,CM Edwards,0,2241,7,97,10,1,3,12.5,77.0,32.333333333333336,7.76,25.666666666666668
2242,CD Barnwell,0,2242,4,45,2,2,1,5.3,33.0,45.0,8.49056603773585,33.0
2243,RW Price,0,2243,77,2882,200,64,95,749.5,4499.0,30.33684210526316,3.8452301534356237,47.357894736842105
2244,S Ravikumar,2,2244,1,35,3,0,0,1.3,9.0,0.0,26.923076923076923,0.0
2245,Kyshona A Knight,2,2245,2,30,4,0,0,1.5,11.0,0.0,20.0,0.0
2246,S Sreesanth,0,2246,114,5296,723,71,172,1090.5,6545.0,30.790697674418606,4.856487849610271,38.05232558139535
2247,Harmeet Singh (2),1,2247,1,33,3,2,1,0.5,5.0,33.0,66.0,5.0
2248,TL Suman,0,2248,11,195,8,10,7,23.4,142.0,27.857142857142858,8.333333333333334,20.285714285714285
2249,S Narwal,0,2249,6,195,17,13,6,17.1,103.0,32.5,11.403508771929824,17.166666666666668
2250,BJ Rohrer,1,2250,1,11,2,0,0,0.2,2.0,0.0,55.0,0.0
2251,VS Malik,0,2251,13,254,30,6,6,32.5,197.0,42.333333333333336,7.815384615384615,32.833333333333336
2252,RV Gomez,2,2252,9,128,10,7,6,15.2,92.0,21.333333333333332,8.421052631578947,15.333333333333334
2253,AC Gilchrist,2,2253,1,0,0,0,1,0.1,1.0,0.0,0.0,1.0
2254,Umar Amin,0,2254,5,79,8,0,3,24.0,144.0,26.333333333333332,3.2916666666666665,48.0
2255,Asad Ali,3,2255,6,137,19,1,2,26.5,161.0,68.5,5.169811320754717,80.5
2256,Sajedul Islam,3,2256,4,228,37,3,3,57.2,344.0,76.0,3.986013986013986,114.66666666666667
2257,Enamul Haque jnr,0,2257,11,804,56,8,23,196.1,1177.0,34.95652173913044,4.099949005609383,51.17391304347826
2258,KO Meth,0,2258,12,554,61,9,14,101.5,611.0,39.57142857142857,5.458128078817734,43.642857142857146
2259,Javeria Rauf,0,2259,4,69,8,0,2,8.2,50.0,34.5,8.414634146341465,25.0
2260,PS Airee,2,2260,2,40,4,1,0,3.0,18.0,0.0,13.333333333333334,0.0
2261,NC McGarrell,0,2261,5,155,11,6,5,17.4,106.0,31.0,8.908045977011495,21.2
2262,BS Bartley,0,2262,6,182,12,10,3,13.0,78.0,60.666666666666664,14.0,26.0
2263,HJ Mehta,0,2263,3,107,7,8,5,18.4,112.0,21.4,5.815217391304349,22.4
2264,A Ramesh,1,2264,1,15,2,1,0,0.2,2.0,0.0,75.0,0.0
2265,RJ Robinson,2,2265,9,197,17,6,10,26.2,158.0,19.7,7.519083969465649,15.8
2266,C Sawad,2,2266,1,24,3,0,1,0.5,5.0,24.0,48.0,5.0
2267,P Baskota,0,2267,2,29,3,0,1,10.4,64.0,29.0,2.7884615384615383,64.0
2268,T Gibbons,2,2268,2,63,5,3,0,10.4,64.0,0.0,6.0576923076923075,0.0
2269,RK Vishwakarma,2,2269,5,126,13,0,8,35.3,213.0,15.75,3.569405099150142,26.625
2270,Fida Hussain,2,2270,3,31,4,1,2,3.3,21.0,15.5,9.393939393939394,10.5
2271,DSF Arsakulasuriya,2,2271,7,180,20,5,11,28.1,169.0,16.363636363636363,6.405693950177936,15.363636363636363
2272,RG Okia,2,2272,1,20,2,0,0,1.3,9.0,0.0,15.384615384615383,0.0
2273,A Bonora,0,2273,3,43,4,0,1,7.4,46.0,43.0,5.8108108108108105,46.0
2274,PA Petricola,2,2274,4,90,11,1,5,19.2,116.0,18.0,4.6875,23.2
2275,E Schiferli,0,2275,8,203,22,1,5,30.5,185.0,40.6,6.655737704918033,37.0
2276,H Davids,2,2276,2,10,1,0,1,1.2,8.0,10.0,8.333333333333334,8.0
2277,NO Miller,0,2277,45,1550,93,35,44,310.5,1865.0,35.22727272727273,4.99194847020934,42.38636363636363
2278,V Vithanage,1,2278,1,13,2,0,0,0.2,2.0,0.0,65.0,0.0
2279,MJ Turik,0,2279,2,29,5,0,1,4.5,29.0,29.0,6.444444444444445,29.0
2280,J Bartholemew,2,2280,2,21,2,0,1,3.3,21.0,21.0,6.363636363636364,21.0
2281,D Shabbir,2,2281,2,27,4,0,3,4.4,28.0,9.0,6.136363636363636,9.333333333333334
2282,M Patel,2,2282,2,37,2,0,4,5.3,33.0,9.25,6.981132075471699,8.25
2283,MEMO Scott-Hayward,0,2283,8,164,15,1,4,29.5,179.0,41.0,5.559322033898305,44.75
2284,N Konchan,2,2284,2,25,3,0,0,3.2,20.0,0.0,7.8125,0.0
2285,P Mujaji,2,2285,1,3,0,0,0,0.5,5.0,0.0,6.0,0.0
2286,HS Saili,2,2286,2,22,3,0,6,5.2,32.0,3.6666666666666665,4.230769230769231,5.333333333333333
2287,DM Braat,2,2287,4,69,7,0,5,16.4,100.0,13.8,4.207317073170732,20.0
2288,Mariska Kornet,2,2288,3,66,8,0,3,8.2,50.0,22.0,8.048780487804878,16.666666666666668
2289,S Bruning,2,2289,3,39,0,0,2,7.3,45.0,19.5,5.342465753424658,22.5
2290,L Kenton,2,2290,1,13,1,0,2,0.4,4.0,6.5,32.5,2.0
2291,A Suda,2,2291,1,6,1,0,0,0.2,2.0,0.0,30.0,0.0
2292,MT Chinouya,3,2292,4,233,34,2,4,63.0,378.0,58.25,3.6984126984126986,94.5
2293,Sohaib Maqsood,0,2293,5,52,2,2,1,9.3,57.0,52.0,5.591397849462365,57.0
2294,Fahad Alhashmi,0,2294,3,93,7,0,2,13.3,81.0,46.5,6.992481203007518,40.5
2295,Shaiman Anwar,2,2295,1,4,0,0,0,0.4,4.0,0.0,10.0,0.0
2296,KC Sangakkara,2,2296,3,45,2,0,0,12.1,73.0,0.0,3.71900826446281,0.0
2297,LP van der Westhuizen,2,2297,7,117,5,2,7,19.0,114.0,16.714285714285715,6.157894736842105,16.285714285714285
2298,EHSN Silva,2,2298,13,284,25,7,15,49.2,296.0,18.933333333333334,5.772357723577236,19.733333333333334
2299,G Goudie,2,2299,11,238,19,6,15,34.2,206.0,15.866666666666667,6.95906432748538,13.733333333333333
2300,Munir Dar,2,2300,11,310,25,7,20,47.1,283.0,15.5,6.581740976645435,14.15
2301,CR Amini,2,2301,7,181,11,8,7,20.4,124.0,25.857142857142858,8.872549019607844,17.714285714285715
2302,SO Tikolo,0,2302,26,764,50,29,27,146.3,879.0,28.296296296296298,5.222146274777853,32.55555555555556
2303,A Sanford,0,2303,2,23,2,0,1,5.3,33.0,23.0,4.339622641509434,33.0
2304,Imran Awan,0,2304,4,80,8,2,3,10.5,65.0,26.666666666666668,7.619047619047619,21.666666666666668
2305,T Verwey,2,2305,3,33,2,2,0,3.2,20.0,0.0,10.3125,0.0
2306,TM Odoyo,0,2306,32,800,73,13,43,200.2,1202.0,18.6046511627907,3.996003996003996,27.953488372093023
2307,KRS Hansen,0,2307,4,83,5,6,2,7.4,46.0,41.5,11.216216216216216,23.0
2308,AS Dean,2,2308,4,66,4,2,3,10.3,63.0,22.0,6.407766990291262,21.0
2309,SR Santhanam,1,2309,1,23,3,1,0,0.1,1.0,0.0,230.0,0.0
2310,K Kamyuka,2,2310,3,72,7,2,5,8.3,51.0,14.4,8.674698795180722,10.2
2311,D Daesrath,1,2311,1,21,1,0,0,0.3,3.0,0.0,70.0,0.0
2312,R Otim,1,2312,1,30,2,1,1,0.4,4.0,30.0,75.0,4.0
2313,JNK Shannon,2,2313,1,0,0,0,1,0.1,1.0,0.0,0.0,1.0
2314,S Groenewald,1,2314,1,8,0,0,0,0.1,1.0,0.0,80.0,0.0
2315,AM Hicks,2,2315,1,25,1,1,2,0.5,5.0,12.5,50.0,2.5
2316,Asim Khurshid,1,2316,1,15,0,1,0,0.2,2.0,0.0,75.0,0.0
2317,EJ Richardson,2,2317,1,15,3,0,0,0.3,3.0,0.0,50.0,0.0
2318,AJ Redmond,0,2318,5,92,10,2,4,14.2,86.0,23.0,6.47887323943662,21.5
2319,Shathira Jakir,1,2319,1,21,4,0,0,0.4,4.0,0.0,52.5,0.0
2320,AN Cook,2,2320,2,7,1,0,1,1.2,8.0,7.0,5.833333333333334,8.0
2321,GS Ballance,2,2321,2,5,1,0,0,1.1,7.0,0.0,4.545454545454545,0.0
2322,Marshall Ayub,2,2322,2,53,3,1,0,8.2,50.0,0.0,6.463414634146342,0.0
2323,LRPL Taylor,0,2323,11,88,6,2,2,21.3,129.0,44.0,4.131455399061033,64.5
2324,Najeeb Amar,0,2324,3,104,9,0,4,20.3,123.0,26.0,5.123152709359606,30.75
2325,Sharif Asadullah,2,2325,1,20,3,0,2,0.4,4.0,10.0,50.0,2.0
2326,HNK Jensen,2,2326,4,82,8,0,4,9.1,55.0,20.5,9.010989010989011,13.75
2327,JM Dibble,1,2327,1,20,1,2,0,0.3,3.0,0.0,66.66666666666667,0.0
2328,Soniya Dabir,2,2328,4,64,7,0,6,13.1,79.0,10.666666666666666,4.885496183206107,13.166666666666666
2329,SK Naidu,0,2329,4,61,5,0,2,10.4,64.0,30.5,5.865384615384615,32.0
2330,FC Leydon-Davis,2,2330,2,38,2,0,4,4.5,29.0,9.5,8.444444444444445,7.25
2331,Shohely Akhter,1,2331,1,12,1,0,0,0.2,2.0,0.0,60.0,0.0
2332,Shamsur Rahman,2,2332,2,18,1,1,0,1.1,7.0,0.0,16.363636363636363,0.0
2333,Khurram Chohan,0,2333,13,471,58,4,20,83.3,501.0,23.55,5.654261704681873,25.05
2334,LN Onyango,0,2334,12,319,34,11,12,44.0,264.0,26.583333333333332,7.25,22.0
2335,Najibullah Zadran,2,2335,1,9,1,0,0,0.3,3.0,0.0,30.0,0.0
2336,KK Peters,2,2336,1,69,11,1,2,3.2,20.0,34.5,21.5625,10.0
2337,SB Odedra,0,2337,1,49,5,0,1,4.4,28.0,49.0,11.136363636363635,28.0
2338,Ronald Ebanks,2,2338,3,86,8,2,0,8.3,51.0,0.0,10.36144578313253,0.0
2339,N Sellars,2,2339,2,50,5,2,0,4.5,29.0,0.0,11.11111111111111,0.0
2340,RN Roach,0,2340,3,50,6,0,2,8.3,51.0,25.0,6.024096385542168,25.5
2341,HG Mohammed,2,2341,2,39,4,0,6,11.0,66.0,6.5,3.5454545454545454,11.0
2342,SO Akolade,2,2342,2,78,11,0,4,11.3,69.0,19.5,6.902654867256636,17.25
2343,JO Ogunlola,2,2343,2,67,9,0,4,9.5,59.0,16.75,7.052631578947368,14.75
2344,O Onwuzulike,2,2344,2,45,3,1,0,8.3,51.0,0.0,5.421686746987952,0.0
2345,E Ofem,2,2345,1,6,0,0,0,1.1,7.0,0.0,5.454545454545454,0.0
2346,L Savident,0,2346,2,51,8,0,1,8.2,50.0,51.0,6.219512195121951,50.0
2347,O Bryan,2,2347,1,23,2,1,0,0.5,5.0,0.0,46.0,0.0
2348,S Khalifa,2,2348,1,17,1,0,1,2.1,13.0,17.0,8.095238095238095,13.0
2349,J Anderson,2,2349,2,20,2,0,0,3.2,20.0,0.0,6.25,0.0
2350,DM Bravo,2,2350,1,2,0,0,0,0.1,1.0,0.0,20.0,0.0
2351,LR Johnson,2,2351,1,9,0,0,0,0.4,4.0,0.0,22.5,0.0
2352,SA Yadav,1,2352,1,8,1,0,0,0.1,1.0,0.0,80.0,0.0
2353,S Rana,2,2353,3,18,2,0,0,1.5,11.0,0.0,12.0,0.0
2354,M Shezi,2,2354,1,7,0,0,1,1.1,7.0,7.0,6.363636363636363,7.0
2355,Noor-ul-Amin,2,2355,1,12,2,0,0,0.4,4.0,0.0,30.0,0.0
2356,Salman Faris,2,2356,1,22,3,0,1,0.5,5.0,22.0,44.0,5.0
