,Bowler,clus,_c0,Matches,Runs,4,6,Wickets,Overs,balls,ave,econ,sr
2357,Hashmatullah Shahidi,2,2357,2,25,3,0,0,1.2,8.0,0.0,20.833333333333336,0.0
2358,SM Pollock,0,2358,76,2107,199,38,98,589.1,3535.0,21.5,3.576642335766423,36.07142857142857
2359,MA Khote,2,2359,2,51,4,2,2,3.2,20.0,25.5,15.9375,10.0
2360,VRV Singh,0,2360,20,626,73,17,16,72.0,432.0,39.125,8.694444444444445,27.0
2361,A Kumble,0,2361,59,2711,234,47,87,691.5,4151.0,31.160919540229884,3.920462762111352,47.71264367816092
2362,SB Joshi,3,2362,4,82,6,5,1,6.4,40.0,82.0,12.8125,40.0
2363,P Amarnath,0,2363,6,236,29,7,7,18.4,112.0,33.714285714285715,12.82608695652174,16.0
2364,Joginder Sharma,0,2364,19,536,49,24,17,57.1,343.0,31.529411764705884,9.387040280210158,20.176470588235293
2365,DNT Zoysa,0,2365,3,96,12,3,2,8.1,49.0,48.0,11.851851851851853,24.5
2366,SB Bangar,0,2366,9,212,24,7,6,22.1,133.0,35.333333333333336,9.592760180995475,22.166666666666668
2367,D Kalyankrishna,0,2367,3,85,8,4,2,6.4,40.0,42.5,13.28125,20.0
2368,ST Jayasuriya,0,2368,110,2680,127,65,100,504.2,3026.0,26.8,5.315351051170171,30.26
2369,SD Chitnis,2,2369,2,54,4,3,2,4.4,28.0,27.0,12.272727272727272,14.0
2370,GD McGrath,0,2370,48,1465,153,28,79,326.4,1960.0,18.544303797468356,4.488357843137255,24.810126582278482
2371,Mohammad Asif,0,2371,62,3275,441,25,119,834.1,5005.0,27.521008403361346,3.9263877232945688,42.05882352941177
2372,B Akhil,0,2372,13,235,18,9,7,28.5,173.0,33.57142857142857,8.24561403508772,24.714285714285715
2373,Gagandeep Singh,0,2373,4,141,14,6,3,10.4,64.0,47.0,13.557692307692307,21.333333333333332
2374,M Ntini,0,2374,89,4764,615,63,161,1184.2,7106.0,29.59006211180124,4.022969093058605,44.13664596273292
2375,WPUJC Vaas,0,2375,82,2944,334,33,118,778.5,4673.0,24.949152542372882,3.781631342324984,39.601694915254235
2376,DP Vijaykumar,0,2376,9,192,23,5,4,23.1,139.0,48.0,8.311688311688311,34.75
2377,DB Ravi Teja,2,2377,2,28,1,2,1,1.2,8.0,28.0,23.333333333333336,8.0
2378,LPC Silva,0,2378,6,72,1,4,2,12.3,75.0,36.0,5.853658536585366,37.5
2379,RR Raje,0,2379,10,200,23,4,7,22.2,134.0,28.571428571428573,9.00900900900901,19.142857142857142
2380,S Vidyut,1,2380,1,21,1,2,1,0.3,3.0,21.0,70.0,3.0
2381,Shoaib Akhtar,0,2381,51,1837,226,26,74,355.2,2132.0,24.824324324324323,5.1717342342342345,28.81081081081081
2382,D Salunkhe,0,2382,5,70,6,3,1,6.0,36.0,70.0,11.666666666666666,36.0
2383,PM Sarvesh Kumar,0,2383,2,41,7,0,1,2.4,16.0,41.0,17.083333333333336,16.0
2384,VS Yeligati,2,2384,2,53,7,2,0,2.0,12.0,0.0,26.5,0.0
2385,B Geeves,0,2385,5,197,28,3,7,24.1,145.0,28.142857142857142,8.174273858921161,20.714285714285715
2386,A Nel,0,2386,42,1751,222,19,76,440.4,2644.0,23.039473684210527,3.9759309718437787,34.78947368421053
2387,NW Bracken,0,2387,110,3727,352,58,167,830.5,4985.0,22.317365269461078,4.487658037326912,29.850299401197606
2388,SR Clark,0,2388,55,2552,279,27,95,718.3,4311.0,26.86315789473684,3.5528330781010724,45.37894736842105
2389,T Thushara,0,2389,55,2483,301,17,97,579.1,3475.0,25.5979381443299,4.287687791400449,35.824742268041234
2390,Aftab Ahmed,3,2390,16,223,19,3,4,45.0,270.0,55.75,4.955555555555556,67.5
2391,Iftikhar Anjum,0,2391,48,1865,195,27,69,386.4,2320.0,27.028985507246375,4.826604554865424,33.6231884057971
2392,Syed Rasel,0,2392,47,1683,193,20,55,365.3,2193.0,30.6,4.6071721872433615,39.872727272727275
2393,Mansoor Amjad,2,2393,2,46,3,1,4,8.2,50.0,11.5,5.609756097560976,12.5
2394,Dolar Mahmud,0,2394,7,240,36,4,8,33.5,203.0,30.0,7.164179104477612,25.375
2395,Salman Butt,2,2395,4,58,3,4,0,4.1,25.0,0.0,14.146341463414636,0.0
2396,SM Katich,0,2396,9,229,25,2,9,50.0,300.0,25.444444444444443,4.58,33.333333333333336
2397,SJ Harmison,0,2397,28,1454,194,11,40,335.3,2013.0,36.35,4.336415150611392,50.325
2398,RJ Sidebottom,0,2398,51,2529,293,31,101,701.2,4208.0,25.03960396039604,3.6066742726754133,41.663366336633665
2399,OA Shah,0,2399,12,204,13,2,7,36.1,217.0,29.142857142857142,5.650969529085872,31.0
2400,Mahbubul Alam,0,2400,8,456,59,10,12,80.4,484.0,38.0,5.671641791044776,40.333333333333336
2401,Mehrab Hossain jnr,3,2401,11,351,31,3,3,68.4,412.0,117.0,5.13157894736842,137.33333333333334
2402,PL Harris,3,2402,31,3250,299,51,78,1200.3,7203.0,41.666666666666664,2.707656419228526,92.34615384615384
2403,M Zondeki,0,2403,6,276,34,7,7,38.5,233.0,39.42857142857143,7.1688311688311686,33.285714285714285
2404,ND McKenzie,2,2404,2,4,0,0,0,2.2,14.0,0.0,1.8181818181818181,0.0
2405,J Louw,0,2405,3,97,13,1,2,12.4,76.0,48.5,7.82258064516129,38.0
2406,Junaid Siddique,2,2406,4,23,2,0,0,4.2,26.0,0.0,5.476190476190476,0.0
2407,YA Abdulla,2,2407,13,335,37,14,17,42.0,252.0,19.705882352941178,7.976190476190476,14.823529411764707
2408,IE O'Brien,0,2408,29,2329,322,20,79,594.1,3565.0,29.481012658227847,3.920215451944117,45.12658227848101
2409,A Symonds,0,2409,99,2525,182,70,81,507.1,3043.0,31.17283950617284,4.97929402484717,37.5679012345679
2410,BJ Diamanti,2,2410,2,44,5,1,0,2.2,14.0,0.0,20.0,0.0
2411,DBL Powell,0,2411,50,2776,364,26,70,674.1,4045.0,39.65714285714286,4.118083370419819,57.785714285714285
2412,RO Hinds,3,2412,5,475,36,7,8,101.4,610.0,59.375,4.684418145956608,76.25
2413,BP Nash,3,2413,10,256,27,1,2,72.4,436.0,128.0,3.5359116022099446,218.0
2414,RR Sarwan,0,2414,17,341,22,8,12,60.1,361.0,28.416666666666668,5.6738768718802,30.083333333333332
2415,LS Baker,0,2415,12,575,72,5,15,114.2,686.0,38.333333333333336,5.035026269702277,45.733333333333334
2416,DS Smith,2,2416,3,19,1,0,0,3.1,19.0,0.0,6.129032258064516,0.0
2417,JAR Blain,2,2417,13,391,51,3,21,82.0,492.0,18.61904761904762,4.7682926829268295,23.428571428571427
2418,JD Nel,0,2418,12,332,36,6,9,60.2,362.0,36.888888888888886,5.514950166112957,40.22222222222222
2419,GI Maiden,1,2419,1,14,1,1,1,0.2,2.0,14.0,70.0,2.0
2420,RR Watson,0,2420,7,143,6,6,6,25.4,154.0,23.833333333333332,5.62992125984252,25.666666666666668
2421,SKW Kelly,0,2421,4,76,7,1,2,14.2,86.0,38.0,5.352112676056338,43.0
2422,RDM Leverock,0,2422,13,458,26,13,13,101.5,611.0,35.23076923076923,4.512315270935961,47.0
2423,IH Romaine,3,2423,5,89,7,1,1,11.4,70.0,89.0,7.807017543859649,70.0
2424,OL Pitcher,0,2424,3,44,2,0,1,10.2,62.0,44.0,4.313725490196079,62.0
2425,R Dhar,3,2425,3,69,8,2,1,9.0,54.0,69.0,7.666666666666667,54.0
2426,PG Raut,1,2426,1,17,1,0,0,0.3,3.0,0.0,56.66666666666667,0.0
2427,P Roy,2,2427,4,79,10,0,4,11.5,71.0,19.75,6.869565217391305,17.75
2428,KL Pulford,2,2428,1,17,0,0,1,0.4,4.0,17.0,42.5,4.0
2429,NJ Shaw,0,2429,4,98,11,0,4,25.1,151.0,24.5,3.9043824701195216,37.75
2430,SJ Andrews,0,2430,3,56,10,0,1,9.0,54.0,56.0,6.222222222222222,54.0
2431,S Nitschke,0,2431,6,131,5,0,5,22.5,137.0,26.2,5.822222222222222,27.4
2432,KE Pike,2,2432,2,63,7,0,0,4.4,28.0,0.0,14.318181818181817,0.0
2433,CM Wright,0,2433,9,260,28,5,12,57.1,343.0,21.666666666666668,4.553415061295972,28.583333333333332
2434,GA Rogers,0,2434,5,185,17,8,5,26.4,160.0,37.0,7.007575757575758,32.0
2435,RM West,0,2435,7,196,13,2,4,35.2,212.0,49.0,5.5681818181818175,53.0
2436,WK McCallan,0,2436,20,542,35,8,24,118.4,712.0,22.583333333333332,4.577702702702703,29.666666666666668
2437,PC Connell,0,2437,10,315,39,7,13,50.5,305.0,24.23076923076923,6.237623762376238,23.46153846153846
2438,IT Guha,2,2438,5,106,14,0,6,22.4,136.0,17.666666666666668,4.732142857142858,22.666666666666668
2439,MDT Kamini,2,2439,1,30,1,1,0,1.0,6.0,0.0,30.0,0.0
2440,PJ Ongondo,0,2440,24,701,83,16,31,153.3,921.0,22.612903225806452,4.572733202870189,29.70967741935484
2441,AC Botha,0,2441,19,517,33,9,28,116.5,701.0,18.464285714285715,4.437768240343348,25.035714285714285
2442,AO Suji,0,2442,4,63,6,1,1,8.2,50.0,63.0,7.682926829268293,50.0
2443,K Weeraratne,0,2443,7,178,12,7,5,21.0,126.0,35.6,8.476190476190476,25.2
2444,EP Thompson,0,2444,2,57,7,2,1,4.1,25.0,57.0,13.902439024390246,25.0
2445,MR Gillespie,0,2445,39,1734,205,29,60,350.1,2101.0,28.9,4.952870608397601,35.016666666666666
2446,Abdur Rauf,0,2446,7,473,61,3,14,105.4,634.0,33.785714285714285,4.487666034155597,45.285714285714285
2447,EC Rainsford,0,2447,19,629,73,9,13,137.0,822.0,48.38461538461539,4.591240875912408,63.23076923076923
2448,S Matsikenyeri,0,2448,14,143,6,1,6,26.2,158.0,23.833333333333332,5.458015267175573,26.333333333333332
2449,KM Dabengwa,0,2449,26,652,43,17,15,116.0,696.0,43.46666666666667,5.620689655172414,46.4
2450,SHT Kandamby,3,2450,9,170,8,5,2,28.4,172.0,85.0,5.985915492957747,86.0
2451,DE Bernard,0,2451,16,537,58,5,14,121.5,731.0,38.357142857142854,4.419753086419753,52.214285714285715
2452,Raqibul Hasan,0,2452,3,15,0,0,1,5.1,31.0,15.0,2.9411764705882355,31.0
2453,BL Morgan,2,2453,1,10,1,0,1,1.0,6.0,10.0,10.0,6.0
2454,LJ Poulton,1,2454,1,17,2,0,0,0.3,3.0,0.0,56.66666666666667,0.0
2455,RL Bhudia,3,2455,4,99,9,5,1,9.0,54.0,99.0,11.0,54.0
2456,JM How,2,2456,2,4,0,0,0,1.1,7.0,0.0,3.6363636363636362,0.0
2457,HMCM Bandara,0,2457,27,1045,57,16,34,208.2,1250.0,30.735294117647058,5.019212295869357,36.76470588235294
2458,CK Langeveldt,0,2458,64,2443,246,59,104,470.1,2821.0,23.490384615384617,5.196766645394597,27.125
2459,SI Mahmood,0,2459,28,1167,138,19,41,219.2,1316.0,28.463414634146343,5.3239051094890515,32.09756097560975
2460,F de Wet,0,2460,2,171,21,0,7,36.1,217.0,24.428571428571427,4.7368421052631575,31.0
2461,Danish Kaneria,0,2461,12,1703,163,27,47,420.0,2520.0,36.234042553191486,4.054761904761905,53.61702127659574
2462,NT Paranavitana,3,2462,6,86,9,2,1,12.5,77.0,86.0,6.88,77.0
2463,SM Warnapura,2,2463,1,40,3,0,0,1.3,9.0,0.0,30.769230769230766,0.0
2464,U Bhatti,0,2464,13,354,45,7,13,84.3,507.0,27.23076923076923,4.199288256227758,39.0
2465,E Katchay,1,2465,1,23,2,1,1,0.3,3.0,23.0,76.66666666666667,3.0
2466,S Dhaniram,2,2466,13,430,29,8,24,96.2,578.0,17.916666666666668,4.46985446985447,24.083333333333332
2467,Dawlat Ahmadzai,2,2467,2,60,9,1,2,3.1,19.0,30.0,19.35483870967742,9.5
2468,Hasti Gul,2,2468,1,46,8,0,2,1.5,11.0,23.0,30.666666666666668,5.5
2469,Khaliq Dad,2,2469,1,25,3,0,2,1.0,6.0,12.5,25.0,3.0
2470,Kamran Khan,2,2470,9,228,25,10,14,27.0,162.0,16.285714285714285,8.444444444444445,11.571428571428571
2471,T Henderson,0,2471,3,71,9,1,1,6.4,40.0,71.0,11.09375,40.0
2472,AM Salvi,0,2472,7,190,18,7,7,24.2,146.0,27.142857142857142,7.851239669421488,20.857142857142858
2473,RR Bose,1,2473,1,24,5,0,0,0.2,2.0,0.0,120.0,0.0
2474,Shoaib Ahmed,0,2474,7,151,14,7,5,14.4,88.0,30.2,10.48611111111111,17.6
2475,K Goel,2,2475,6,92,9,2,0,9.3,57.0,0.0,9.89247311827957,0.0
2476,WA Mota,2,2476,7,94,4,5,4,11.4,70.0,23.5,8.24561403508772,17.5
2477,S Tyagi,0,2477,19,444,56,15,10,65.2,392.0,44.4,6.809815950920245,39.2
2478,AS Raut,2,2478,5,44,4,1,0,4.1,25.0,0.0,10.731707317073171,0.0
2479,D du Preez,2,2479,2,55,6,1,4,3.5,23.0,13.75,15.714285714285714,5.75
2480,LA Carseldine,2,2480,1,5,1,0,1,0.2,2.0,5.0,25.0,2.0
2481,C Nanda,2,2481,3,55,1,2,2,5.0,30.0,27.5,11.0,15.0
2482,SS Sarkar,0,2482,2,34,4,0,1,3.2,20.0,34.0,10.625,20.0
2483,AM Rahane,2,2483,1,5,0,0,1,0.1,1.0,5.0,50.0,1.0
2484,RA Shaikh,1,2484,1,11,2,0,0,0.1,1.0,0.0,110.0,0.0
2485,Jaskaran Singh,2,2485,7,162,23,4,6,16.0,96.0,27.0,10.125,16.0
2486,RA Austin,3,2486,2,149,11,4,3,46.1,277.0,49.666666666666664,3.232104121475054,92.33333333333333
2487,NT Pascal,2,2487,2,74,8,1,0,19.5,119.0,0.0,3.7948717948717947,0.0
2488,RN Lewis,0,2488,11,402,19,8,11,79.5,479.0,36.54545454545455,5.056603773584905,43.54545454545455
2489,GC Tonge,0,2489,7,345,39,2,8,76.1,457.0,43.125,4.533508541392904,57.125
2490,DC Thomas,2,2490,1,9,2,0,2,0.4,4.0,4.5,22.5,2.0
2491,DR Tuffey,0,2491,25,1287,162,21,37,279.0,1674.0,34.78378378378378,4.612903225806452,45.24324324324324
2492,SE Bond,0,2492,72,2512,294,32,124,566.5,3401.0,20.258064516129032,4.434245366284201,27.427419354838708
2493,AB Barath,2,2493,1,4,0,0,0,0.1,1.0,0.0,40.0,0.0
2494,Imran Farhat,3,2494,7,91,5,0,1,23.2,140.0,91.0,3.9224137931034484,140.0
2495,G Dockrell,2,2495,1,16,0,0,3,0.4,4.0,5.333333333333333,40.0,1.3333333333333333
2496,Suhrawadi Shuvo,0,2496,19,720,45,14,21,178.3,1071.0,34.285714285714285,4.038137969713965,51.0
2497,GA Lamb,0,2497,21,663,51,13,22,154.2,926.0,30.136363636363637,4.299610894941635,42.09090909090909
2498,MH Yardy,0,2498,40,1300,80,17,32,261.1,1567.0,40.625,4.978935273841439,48.96875
2499,CR Smith,0,2499,2,46,2,1,1,4.5,29.0,46.0,10.222222222222221,29.0
2500,DP David,0,2500,2,34,2,0,1,3.4,22.0,34.0,10.0,22.0
2501,PY Lavine,2,2501,2,32,5,0,0,2.2,14.0,0.0,14.545454545454545,0.0
2502,AL Watkins,2,2502,2,41,2,0,3,5.0,30.0,13.666666666666666,8.2,10.0
2503,A Uniyal,2,2503,2,64,6,3,3,3.0,18.0,21.333333333333332,21.333333333333332,6.0
2504,RS Gavaskar,1,2504,1,8,1,0,0,0.1,1.0,0.0,80.0,0.0
2505,JM Kemp,0,2505,25,334,28,8,14,66.2,398.0,23.857142857142858,5.045317220543806,28.428571428571427
2506,SJ Srivastava,0,2506,14,409,50,13,15,47.4,286.0,27.266666666666666,8.628691983122364,19.066666666666666
2507,C Ganapathy,1,2507,1,13,1,1,0,0.1,1.0,0.0,130.0,0.0
2508,MB Parmar,1,2508,1,32,6,0,0,0.4,4.0,0.0,80.0,0.0
2509,SB Wagh,0,2509,8,131,21,2,5,17.1,103.0,26.2,7.660818713450292,20.6
2510,AP Dole,2,2510,3,105,11,4,5,8.5,53.0,21.0,12.352941176470589,10.6
2511,FY Fazal,2,2511,2,20,1,1,1,1.1,7.0,20.0,18.18181818181818,7.0
2512,L Ablish,2,2512,3,72,11,1,5,5.5,35.0,14.4,13.090909090909092,7.0
2513,S Sriram,2,2513,2,49,4,4,0,1.2,8.0,0.0,40.833333333333336,0.0
2514,ND Doshi,0,2514,4,78,5,6,2,6.1,37.0,39.0,12.78688524590164,18.5
2515,C van der Westhuizen,2,2515,2,40,4,0,4,6.1,37.0,10.0,6.557377049180328,9.25
2516,AE Smith,2,2516,1,5,1,0,0,0.1,1.0,0.0,50.0,0.0
2517,SA Fritz,2,2517,1,11,0,0,4,1.0,6.0,2.75,11.0,1.5
2518,CP Jack,1,2518,1,21,1,0,0,0.4,4.0,0.0,52.5,0.0
2519,APC Kilowan,2,2519,1,19,3,0,3,1.0,6.0,6.333333333333333,19.0,2.0
2520,AS Taai,2,2520,1,9,0,1,2,0.4,4.0,4.5,22.5,2.0
2521,AJ McKay,0,2521,22,892,121,5,31,190.5,1145.0,28.774193548387096,4.68241469816273,36.935483870967744
2522,BJ Arnel,3,2522,6,563,89,5,10,138.2,830.0,56.3,4.073806078147612,83.0
2523,MS Sinclair,2,2523,1,1,0,0,0,0.3,3.0,0.0,3.3333333333333335,0.0
2524,MJ Mason,0,2524,20,689,77,16,26,132.5,797.0,26.5,5.2,30.653846153846153
2525,Faisal Hossain,0,2525,2,53,2,0,1,7.1,43.0,53.0,7.464788732394367,43.0
2526,Yasir Hameed,2,2526,1,0,0,0,0,0.1,1.0,0.0,0.0,0.0
2527,M Pushpakumara,0,2527,2,47,2,2,1,5.4,34.0,47.0,8.703703703703702,34.0
2528,WD Balaji Rao,0,2528,7,314,23,6,10,53.4,322.0,31.4,5.880149812734083,32.2
2529,JM Davison,0,2529,11,358,18,7,10,61.3,369.0,35.8,5.840130505709625,36.9
2530,BRM Taylor,3,2530,12,160,12,2,2,26.4,160.0,80.0,6.0606060606060606,80.0
2531,BA Westdijk,3,2531,3,157,24,1,1,18.3,111.0,157.0,8.579234972677595,111.0
2532,BP Loots,3,2532,5,218,23,5,2,23.0,138.0,109.0,9.478260869565217,69.0
2533,TG Gordon,2,2533,1,0,0,0,0,0.4,4.0,0.0,0.0,0.0
2534,BP Kruger,2,2534,1,23,4,0,0,1.0,6.0,0.0,23.0,0.0
2535,Adeel Raja,2,2535,4,161,16,6,0,18.1,109.0,0.0,8.895027624309392,0.0
2536,LJ Woodcock,0,2536,7,223,15,8,5,33.3,201.0,44.6,6.696696696696697,40.2
2537,TM Dowlin,2,2537,1,3,0,0,0,0.1,1.0,0.0,30.0,0.0
2538,BJ Bess,0,2538,1,78,12,0,1,2.3,15.0,78.0,33.913043478260875,15.0
2539,GEF Barnett,2,2539,1,10,1,0,0,0.2,2.0,0.0,50.0,0.0
2540,Arsalan Qadir,1,2540,1,12,2,0,0,0.1,1.0,0.0,120.0,0.0
2541,RT Lyons,0,2541,3,81,8,0,4,20.0,120.0,20.25,4.05,30.0
2542,MBS Jonkman,2,2542,6,141,16,3,10,28.1,169.0,14.1,5.01779359430605,16.9
2543,Mohammad Kashif,2,2543,5,118,11,6,7,21.2,128.0,16.857142857142858,5.566037735849057,18.285714285714285
2544,CK Hooper,3,2544,2,81,16,0,1,9.3,57.0,81.0,8.709677419354838,57.0
2545,AM Blignaut,0,2545,3,40,1,0,1,11.4,70.0,40.0,3.508771929824561,70.0
2546,GW Flower,2,2546,2,38,1,1,0,3.4,22.0,0.0,11.176470588235295,0.0
2547,IA Nicolson,0,2547,1,72,10,3,1,1.3,9.0,72.0,55.38461538461538,9.0
2548,PR George,0,2548,1,76,7,0,2,4.5,29.0,38.0,16.88888888888889,14.5
2549,A van der Merwe,0,2549,3,79,5,2,2,15.1,91.0,39.5,5.231788079470199,45.5
2550,MMA Jonkman,2,2550,1,19,2,0,1,1.0,6.0,19.0,19.0,6.0
2551,KG Darlington,2,2551,4,68,8,0,7,27.1,163.0,9.714285714285714,2.5092250922509223,23.285714285714285
2552,H Ramaiya,0,2552,2,40,1,0,2,10.3,63.0,20.0,3.8834951456310676,31.5
2553,PM Ryan,2,2553,2,88,14,1,6,10.1,61.0,14.666666666666666,8.712871287128714,10.166666666666666
2554,LM Paterlini,3,2554,3,154,19,3,1,20.1,121.0,154.0,7.6616915422885565,121.0
2555,DM Lord,0,2555,4,208,21,10,6,29.0,174.0,34.666666666666664,7.172413793103448,29.0
2556,MJ Paterlini,3,2556,3,82,9,1,1,8.0,48.0,82.0,10.25,48.0
2557,EA MacDermott,3,2557,4,152,19,2,2,24.5,149.0,76.0,6.204081632653061,74.5
2558,HS Jayasena,2,2558,3,89,7,3,4,9.4,58.0,22.25,9.46808510638298,14.5
2559,AM Northcote,2,2559,1,36,1,1,0,1.2,8.0,0.0,30.0,0.0
2560,GJ Savage,0,2560,3,119,17,2,3,16.3,99.0,39.666666666666664,7.300613496932515,33.0
2561,M Shrestha,2,2561,1,16,2,0,0,0.5,5.0,0.0,32.0,0.0
2562,MO Bryan,0,2562,2,53,5,0,2,12.4,76.0,26.5,4.274193548387097,38.0
2563,KF Bazil,0,2563,2,41,2,1,1,9.1,55.0,41.0,4.5054945054945055,55.0
2564,AL Casime,2,2564,2,39,5,2,2,4.0,24.0,19.5,9.75,12.0
2565,A Gordon,2,2565,3,90,10,1,7,21.3,129.0,12.857142857142858,4.225352112676056,18.428571428571427
2566,LJ Cush,2,2566,2,44,3,2,2,3.5,23.0,22.0,12.571428571428571,11.5
2567,RS Abeywickrama,2,2567,1,21,3,0,1,1.1,7.0,21.0,19.09090909090909,7.0
2568,SA Mohamed,2,2568,1,31,2,0,0,1.4,10.0,0.0,22.142857142857146,0.0
2569,D Forrester,1,2569,1,26,5,1,0,0.2,2.0,0.0,130.0,0.0
2570,KA Edwards,2,2570,1,16,1,0,0,1.1,7.0,0.0,14.545454545454545,0.0
2571,S Chanderpaul,0,2571,2,57,3,0,1,5.4,34.0,57.0,10.555555555555555,34.0
2572,A Mukund,1,2572,1,14,1,1,0,0.2,2.0,0.0,70.0,0.0
2573,SN Pradhan,1,2573,1,29,4,0,3,0.4,4.0,9.666666666666666,72.5,1.3333333333333333
2574,M Manhas,2,2574,3,42,2,1,0,4.3,27.0,0.0,9.767441860465116,0.0
2575,JJ van der Wath,0,2575,20,865,94,21,31,128.2,770.0,27.903225806451612,6.747269890795632,24.838709677419356
2576,R Ninan,2,2576,2,65,3,5,3,3.3,21.0,21.666666666666668,19.6969696969697,7.0
2577,I Malhotra,1,2577,1,23,2,2,0,0.1,1.0,0.0,230.0,0.0
2578,B Chipli,1,2578,1,20,1,2,0,0.1,1.0,0.0,200.0,0.0
2579,AA Kazi,1,2579,1,20,1,1,1,0.3,3.0,20.0,66.66666666666667,3.0
2580,P Prasanth,1,2580,1,18,0,3,0,0.1,1.0,0.0,180.0,0.0
2581,Y Gnaneswara Rao,1,2581,1,7,1,0,0,0.1,1.0,0.0,70.0,0.0
2582,SS Mundhe,2,2582,1,5,1,0,1,0.2,2.0,5.0,25.0,2.0
2583,TJ Heggelman,2,2583,1,34,3,0,2,1.1,7.0,17.0,30.909090909090907,3.5
2584,MD Bates,2,2584,5,158,14,6,7,18.3,111.0,22.571428571428573,8.633879781420765,15.857142857142858
2585,NE Bonner,2,2585,1,16,0,1,0,0.4,4.0,0.0,40.0,0.0
2586,GW Aldridge,3,2586,3,140,15,2,2,20.1,121.0,70.0,6.965174129353233,60.5
2587,N Ncube,0,2587,2,181,27,0,4,37.1,223.0,45.25,4.878706199460916,55.75
2588,C Brits,2,2588,1,2,0,0,0,0.4,4.0,0.0,5.0,0.0
2589,K Thomson,2,2589,1,36,7,0,0,1.0,6.0,0.0,36.0,0.0
2590,SC Cook,1,2590,1,16,3,0,0,0.2,2.0,0.0,80.0,0.0
2591,RAJ Smith,3,2591,2,95,5,4,1,7.5,47.0,95.0,12.666666666666666,47.0
2592,C Peake,3,2592,6,217,16,2,3,25.0,150.0,72.33333333333333,8.68,50.0
2593,Tanbir Hayder,2,2593,2,67,8,0,0,3.2,20.0,0.0,20.9375,0.0
2594,Kamrul Islam Rabbi,0,2594,5,387,58,0,7,66.4,400.0,55.285714285714285,5.828313253012047,57.142857142857146
2595,Nazmul Hossain Shanto,2,2595,1,13,0,2,0,0.4,4.0,0.0,32.5,0.0
2596,TD Andrews,2,2596,2,40,2,1,0,3.2,20.0,0.0,12.5,0.0
2597,BJ Webster,2,2597,2,48,4,2,0,2.4,16.0,0.0,20.0,0.0
2598,HTRY Thornton,1,2598,1,39,4,2,1,0.5,5.0,39.0,78.0,5.0
2599,KR Smith,1,2599,1,7,1,0,0,0.1,1.0,0.0,70.0,0.0
2600,PS Masvaure,2,2600,2,52,6,0,0,6.2,38.0,0.0,8.387096774193548,0.0
2601,Babar Hayat,2,2601,2,20,3,0,0,6.1,37.0,0.0,3.278688524590164,0.0
2602,Mosharraf Hossain,0,2602,5,144,8,4,4,31.0,186.0,36.0,4.645161290322581,46.5
2603,CG Steenstra Toussaint,2,2603,1,18,2,0,0,1.3,9.0,0.0,13.846153846153845,0.0
2604,D Massil,2,2604,2,15,2,0,0,1.5,11.0,0.0,10.0,0.0
2605,S Waskar,1,2605,1,15,3,0,0,0.2,2.0,0.0,75.0,0.0
2606,SRM Arachichige,2,2606,2,17,2,0,5,2.0,12.0,3.4,8.5,2.4
2607,E Kahamker,2,2607,2,26,3,1,1,2.2,14.0,26.0,11.818181818181817,14.0
2608,R Schachat,2,2608,2,39,3,0,0,4.0,24.0,0.0,9.75,0.0
2609,J Evans,2,2609,2,40,3,1,3,4.5,29.0,13.333333333333334,8.88888888888889,9.666666666666666
2610,Y Razpurker,2,2610,2,20,0,1,0,2.4,16.0,0.0,8.333333333333334,0.0
2611,S Suarez,2,2611,2,27,4,0,0,1.3,9.0,0.0,20.76923076923077,0.0
2612,K Mirpuri,0,2612,2,35,1,1,1,3.4,22.0,35.0,10.294117647058824,22.0
2613,SA Chipolina,1,2613,1,18,1,1,2,0.3,3.0,9.0,60.0,1.5
2614,KJ Ferrary,0,2614,2,33,3,2,1,2.3,15.0,33.0,14.347826086956523,15.0
2615,MJ Ansell,2,2615,2,50,3,3,3,4.4,28.0,16.666666666666668,11.363636363636363,9.333333333333334
2616,A van den Berg,2,2616,2,43,4,2,3,4.0,24.0,14.333333333333334,10.75,8.0
2617,K Cawte,2,2617,1,18,1,0,2,1.0,6.0,9.0,18.0,3.0
2618,DJ Hawke,2,2618,2,58,3,4,2,3.0,18.0,29.0,19.333333333333332,9.0
2619,S Mills,0,2619,2,34,0,1,1,2.5,17.0,34.0,13.6,17.0
2620,Khaled Khan,2,2620,1,21,1,2,2,0.4,4.0,10.5,52.5,2.0
2621,Mudassar Muhammad,2,2621,1,10,0,0,3,0.4,4.0,3.3333333333333335,25.0,1.3333333333333333
2622,ME Latif,1,2622,1,18,2,0,1,0.3,3.0,18.0,60.0,3.0
2623,N White,1,2623,1,7,1,0,0,0.1,1.0,0.0,70.0,0.0
2624,IDM Latin,1,2624,1,22,2,0,0,0.3,3.0,0.0,73.33333333333334,0.0
2625,Tanveer Iqbal,2,2625,1,12,1,0,1,0.5,5.0,12.0,24.0,5.0
2626,Talat Nadeem,1,2626,1,18,2,0,2,0.3,3.0,9.0,60.0,1.5
2627,Zumika Azmi,0,2627,3,39,5,0,1,5.4,34.0,39.0,7.222222222222221,34.0
2628,Sasha Azmi,2,2628,3,44,2,0,4,10.3,63.0,11.0,4.271844660194175,15.75
2629,Kashish Agarwal,2,2629,3,61,4,0,4,8.5,53.0,15.25,7.176470588235294,13.25
