Bowler,Matches,Overs,Runs,4,6,Wickets,Economy,Average,Strike Rate
Iqbal Abdulla,48,153.5,1083,88,37,45,7.078431372549019,24.066666666666666,20.511111111111113
Shivam Sharma,5,16.3,165,9,10,4,10.3125,41.25,24.75
R Bhatia,91,275.1,1986,120,68,82,7.221818181818182,24.21951219512195,20.134146341463413
Gurkeerat Singh,9,21.1,161,12,5,6,7.666666666666667,26.833333333333332,21.166666666666668
AB Dinda,97,396.2,2819,334,68,113,7.1186868686868685,24.946902654867255,21.04424778761062
GH Worker,2,1.3,23,3,0,1,23.0,23.0,9.0
Imrul Kayes,4,3.1,12,1,0,0,4.0,12.0,19.0
J Mubarak,8,10.3,77,3,3,2,7.7,38.5,31.5
SS Pathirana,17,111.1,664,40,21,17,5.981981981981982,39.05882352941177,39.23529411764706
B Fernando,2,4.4,63,2,4,3,15.75,21.0,9.333333333333334
BV Vitori,35,356.3,1705,218,20,50,4.78932584269663,34.1,42.78
CJ Chibhabha,72,330.0,1840,173,42,53,5.575757575757576,34.716981132075475,37.35849056603774
T Mupariwa,25,191.1,972,83,22,32,5.0890052356020945,30.375,35.84375
S Dhawan,11,16.2,83,9,3,4,5.1875,20.75,24.5
WT Gavera,22,104.1,605,61,13,24,5.8173076923076925,25.208333333333332,26.041666666666668
JB Reva,23,130.5,666,53,15,30,5.123076923076923,22.2,26.166666666666668
MD Dai,31,199.4,879,55,27,28,4.417085427135678,31.392857142857142,42.785714285714285
MR Swart,30,95.5,558,48,13,22,5.873684210526315,25.363636363636363,26.136363636363637
N Niranjana,20,130.2,519,63,3,29,3.9923076923076923,17.896551724137932,26.96551724137931
GA Guy,1,0.4,19,4,0,0,4.75,19.0,4.0
MJG Nielsen,34,177.2,702,74,10,40,3.9661016949152543,17.55,26.6
KE Broadmore,7,25.1,140,14,1,3,5.6,46.666666666666664,50.333333333333336
J Davidson,4,7.5,77,12,1,4,11.0,19.25,11.75
H Shahid,5,16.4,116,11,1,9,7.25,12.88888888888889,11.11111111111111
Umair Ali,4,16.4,109,9,2,3,6.8125,36.333333333333336,33.333333333333336
AW Kay,6,18.2,130,10,3,8,7.222222222222222,16.25,13.75
B Kynman,11,61.0,312,38,3,16,5.114754098360656,19.5,22.875
RJG Palmer,10,44.2,266,13,10,5,6.045454545454546,53.2,53.2
Anas Khan,1,0.1,14,0,2,0,14.0,14.0,1.0
JK Mukhiya,15,43.2,294,25,6,19,6.837209302325581,15.473684210526315,13.68421052631579
JH Patel,3,4.3,46,8,0,3,11.5,15.333333333333334,9.0
JW Jenner,5,15.3,99,7,3,2,6.6,49.5,46.5
Nasir Aziz,17,114.2,628,43,19,24,5.508771929824562,26.166666666666668,28.583333333333332
L Nou,5,39.4,200,23,2,6,5.128205128205129,33.333333333333336,39.666666666666664
Naseer Jamali,3,8.5,36,2,0,4,4.5,9.0,13.25
S Lohani,1,0.3,21,3,0,0,7.0,21.0,3.0
G Malla,1,0.1,4,1,0,0,4.0,4.0,1.0
P Raho,6,13.5,107,8,3,7,8.23076923076923,15.285714285714286,11.857142857142858
NRP Scholtz,16,76.4,360,24,9,13,4.7368421052631575,27.692307692307693,35.38461538461539
Anshuman Rath,23,104.2,489,37,16,26,4.701923076923077,18.807692307692307,24.076923076923077
GLB Lamplough,1,0.1,12,2,0,0,12.0,12.0,1.0
CW Coombe,3,8.5,88,9,2,2,11.0,44.0,26.5
Waqas Khan,3,2.5,52,5,2,1,26.0,52.0,17.0
K Saesong,2,2.4,29,3,0,0,14.5,29.0,16.0
S Lateh,6,13.1,58,3,1,3,4.461538461538462,19.333333333333332,26.333333333333332
RA Lewis,9,18.3,103,11,0,8,5.722222222222222,12.875,13.875
ELT de Lange,8,24.0,140,11,1,3,5.833333333333333,46.666666666666664,48.0
CC van Slobbe,6,21.1,116,12,0,6,5.523809523809524,19.333333333333332,21.166666666666668
EE Corder,3,6.3,45,5,0,0,7.5,45.0,39.0
T Mlilo,3,6.2,37,2,0,0,6.166666666666667,37.0,38.0
C Chatonzwa,8,27.1,130,7,1,8,4.814814814814815,16.25,20.375
CS Mugeri,7,17.1,98,4,2,5,5.764705882352941,19.6,20.6
L Yingying,3,9.0,59,4,0,3,6.555555555555555,19.666666666666668,18.0
SM Mayers,3,5.3,34,3,0,4,6.8,8.5,8.25
P Siaka,6,27.3,90,9,0,10,3.3333333333333335,9.0,16.5
K Seura,4,7.1,26,2,0,2,3.7142857142857144,13.0,21.5
N Ovasuru,7,31.0,155,16,0,7,5.0,22.142857142857142,26.571428571428573
K Anderson,6,22.4,95,6,0,6,4.318181818181818,15.833333333333334,22.666666666666668
CJ Erkelens,3,5.3,23,2,0,3,4.6,7.666666666666667,11.0
M Veringmeier,3,3.1,19,2,0,1,6.333333333333333,19.0,19.0
B Tau,1,0.1,3,0,0,0,3.0,3.0,1.0
C Appel,2,1.3,16,2,0,1,16.0,16.0,9.0
A Karn,6,17.1,115,11,3,7,6.764705882352941,16.428571428571427,14.714285714285714
T Muzarabani,17,82.5,533,67,11,16,6.5,33.3125,31.0625
GJ McCarter,2,8.3,68,8,0,0,8.5,68.0,51.0
JA Warrican,4,98.4,509,33,8,11,5.1938775510204085,46.27272727272727,53.81818181818182
L Cheatle,7,29.2,156,21,1,6,5.379310344827586,26.0,29.333333333333332
Sneh Rana,1,1.2,40,6,0,0,40.0,40.0,8.0
CJ Simmons,6,13.2,87,9,1,3,6.6923076923076925,29.0,26.666666666666668
GL Walker,1,0.5,45,4,4,0,9.0,45.0,5.0
TL Lawford,6,12.5,139,13,4,3,11.583333333333334,46.333333333333336,25.666666666666668
CAH Stevenson,3,5.2,69,10,1,2,13.8,34.5,16.0
JH Kallis,253,1746.0,7499,817,111,246,4.29495990836197,30.483739837398375,42.58536585365854
LW Feldman,12,40.2,308,31,7,14,7.7,22.0,17.285714285714285
JK Reed,9,24.5,259,36,7,13,10.791666666666666,19.923076923076923,11.461538461538462
HP Kingston,5,11.0,130,11,6,4,11.818181818181818,32.5,16.5
GD Putland,7,19.5,179,15,8,3,9.421052631578947,59.666666666666664,39.666666666666664
CA Pujara,1,0.1,2,0,0,0,2.0,2.0,1.0
NE Farrant,4,11.5,63,9,0,6,5.7272727272727275,10.5,11.833333333333334
D Devnarain,7,12.5,100,11,2,0,8.333333333333334,100.0,77.0
O Kirsten,5,30.5,139,18,2,7,4.633333333333334,19.857142857142858,26.428571428571427
Y Punja,2,8.0,82,8,2,1,10.25,82.0,48.0
L Sreekumar,1,1.0,28,3,1,0,28.0,28.0,6.0
Asif Iqbal (1),2,7.0,76,14,0,4,10.857142857142858,19.0,10.5
Zaheer Maqsood,4,10.4,136,10,4,3,13.6,45.333333333333336,21.333333333333332
V Manakiwai,3,15.3,94,12,0,4,6.266666666666667,23.5,23.25
Imran Khan (3),2,11.5,68,3,2,5,6.181818181818182,13.6,14.2
J Wesele,2,5.1,77,7,0,1,15.4,77.0,31.0
Riyad Khan,2,11.2,59,5,2,2,5.363636363636363,29.5,34.0
V Yabaki,3,13.4,77,4,0,2,5.923076923076923,38.5,41.0
J Kida,3,15.3,114,11,0,5,7.6,22.8,18.6
MWR Stokes,8,44.1,171,23,0,3,3.8863636363636362,57.0,88.33333333333333
OE Newey,8,34.3,134,20,1,12,3.9411764705882355,11.166666666666666,17.25
W Fazakerley,5,22.3,94,9,0,4,4.2727272727272725,23.5,33.75
JAJ Nussbaumer,8,41.1,138,12,1,8,3.3658536585365852,17.25,30.875
MLA Ellis,9,70.1,244,17,4,15,3.4857142857142858,16.266666666666666,28.066666666666666
TJ Ravenscroft,5,35.4,135,10,2,8,3.857142857142857,16.875,26.75
N Unavalu,3,11.1,79,8,0,4,7.181818181818182,19.75,16.75
A Wright,1,0.3,11,0,0,1,3.6666666666666665,11.0,3.0
RD Bovell,2,6.1,37,1,0,2,6.166666666666667,18.5,18.5
D Crawford,2,10.2,59,5,0,4,5.9,14.75,15.5
Safir Hayat,2,6.3,42,4,0,0,7.0,42.0,39.0
Zeeshan Shehzad Siddiqui,2,3.4,28,4,0,0,9.333333333333334,28.0,22.0
Jawad Mir,2,10.4,49,2,1,5,4.9,9.8,12.8
PK Thangavadivel,2,6.4,36,0,2,1,6.0,36.0,40.0
BB Bailey,4,19.4,82,10,0,4,4.315789473684211,20.5,29.5
AK Gokoel,4,17.0,79,9,1,2,4.647058823529412,39.5,51.0
MC Patandin,4,28.1,155,14,1,14,5.535714285714286,11.071428571428571,12.071428571428571
G Singh,4,27.5,127,10,1,11,4.703703703703703,11.545454545454545,15.181818181818182
SA Drepaul,4,28.1,156,8,1,3,5.571428571428571,52.0,56.333333333333336
YP Dayal,4,21.1,127,7,5,5,6.0476190476190474,25.4,25.4
JF Rika,1,1.4,39,2,0,0,39.0,39.0,10.0
Kunaal Kumar,1,0.1,6,1,0,0,6.0,6.0,1.0
G Smith,1,0.1,9,2,0,0,9.0,9.0,1.0
R Withey,2,12.3,98,8,4,4,8.166666666666666,24.5,18.75
T Nightingale,3,7.3,52,5,1,4,7.428571428571429,13.0,11.25
Shehraz Khalid,1,1.5,33,2,0,0,33.0,33.0,11.0
S Dokosobau,1,1.2,9,1,0,2,9.0,4.5,4.0
WA Haslim,1,1.2,26,2,0,1,26.0,26.0,8.0
JM Vince,4,3.1,13,2,0,0,4.333333333333333,13.0,19.0
MF Maharoof,94,654.0,3172,329,49,129,4.850152905198777,24.589147286821706,30.41860465116279
KMC Bandara,2,2.5,93,13,0,1,46.5,93.0,17.0
BKG Mendis,3,7.4,46,5,0,1,6.571428571428571,46.0,46.0
Shan Masood,1,0.4,18,1,0,0,4.5,18.0,4.0
MDUS Jayasundera,1,1.2,44,4,0,0,44.0,44.0,8.0
J Charles,1,0.2,10,0,1,0,5.0,10.0,2.0
JN Mohammed,6,16.0,108,7,3,0,6.75,108.0,96.0
TMM Newton,8,42.3,189,19,0,7,4.5,27.0,36.42857142857143
LM Jongwe,27,161.0,857,96,17,33,5.3229813664596275,25.96969696969697,29.272727272727273
TS Chisoro,16,95.4,445,38,10,21,4.684210526315789,21.19047619047619,27.333333333333332
Adnan Ilyas,2,2.5,35,5,0,1,17.5,35.0,17.0
Bikram Sob,1,1.1,29,3,0,1,29.0,29.0,7.0
Rokhan Barakzai,2,11.0,63,5,1,4,5.7272727272727275,15.75,16.5
ADS Fletcher,3,4.4,26,2,0,0,6.5,26.0,28.0
D Olivier,1,3.1,56,9,0,5,18.666666666666668,11.2,3.8
ST de Silva,1,0.1,10,2,0,0,10.0,10.0,1.0
RJ Campbell,3,6.5,67,6,1,4,11.166666666666666,16.75,10.25
LV van Beek,7,15.0,148,14,4,6,9.866666666666667,24.666666666666668,15.0
MC Sorensen,34,147.1,881,93,23,48,5.993197278911564,18.354166666666668,18.395833333333332
Asghar Stanikzai,4,10.2,50,7,0,2,5.0,25.0,31.0
Abu Hider,4,10.0,98,13,3,3,9.8,32.666666666666664,20.0
Saqlain Sajib,1,1.1,38,4,2,0,38.0,38.0,7.0
V Krishnamurthy,5,18.0,44,3,0,3,2.4444444444444446,14.666666666666666,36.0
Farhan Ahmed,5,20.2,139,14,2,4,6.95,34.75,30.5
Muktar Ali,1,0.2,17,2,0,0,8.5,17.0,2.0
CRD Fernando,95,842.5,3795,430,47,139,4.507125890736342,27.302158273381295,36.381294964028775
Tanveer Ahmed,13,65.0,423,45,9,14,6.507692307692308,30.214285714285715,27.857142857142858
Fahad Tariq,2,2.1,26,2,1,0,13.0,26.0,13.0
Mohammad Nazril,2,4.4,63,8,0,1,15.75,63.0,28.0
Ahmad Nasir,1,0.4,17,3,0,0,4.25,17.0,4.0
Abdul Rashid,1,1.5,47,2,2,3,47.0,15.666666666666666,3.6666666666666665
K Suresh,2,5.1,87,9,5,2,17.4,43.5,15.5
R Altaff Hussein,1,1.2,51,2,5,0,51.0,51.0,8.0
Abhinav Raman,2,5.4,102,11,3,3,20.4,34.0,11.333333333333334
SKG Krishnan,1,0.4,19,1,0,1,4.75,19.0,4.0
A Hutchinson,2,10.1,35,3,0,3,3.5,11.666666666666666,20.333333333333332
T Kirk,1,0.2,11,1,1,0,5.5,11.0,2.0
KZ Rehmtullah,11,60.2,233,23,2,11,3.8833333333333333,21.181818181818183,32.90909090909091
K Nassoro,11,68.4,329,28,8,14,4.838235294117647,23.5,29.428571428571427
Jitin Singh,6,24.1,95,4,3,8,3.9583333333333335,11.875,18.125
A Cassim,2,11.4,68,4,2,3,6.181818181818182,22.666666666666668,23.333333333333332
A Dagar,8,64.2,218,13,2,13,3.40625,16.76923076923077,29.692307692307693
CN Onwuzulike,7,47.0,202,18,4,8,4.297872340425532,25.25,35.25
OA Olympio,6,22.4,87,10,0,9,3.9545454545454546,9.666666666666666,15.11111111111111
S Adedeji,2,3.4,39,4,0,1,13.0,39.0,22.0
AP Adegbola,3,18.2,92,4,3,2,5.111111111111111,46.0,55.0
A Mpeka,3,14.1,67,5,0,2,4.785714285714286,33.5,42.5
R McBey,5,18.4,77,7,2,5,4.277777777777778,15.4,22.4
RK Kiseto,9,52.2,240,15,9,7,4.615384615384615,34.285714285714285,44.857142857142854
CC Blake,1,1.1,30,5,0,0,30.0,30.0,7.0
J Dunn,1,0.2,16,2,0,0,8.0,16.0,2.0
OJ Bejide,4,10.3,61,8,0,1,6.1,61.0,63.0
AA Onikoyi,2,4.5,31,2,1,0,7.75,31.0,29.0
J Butler,1,0.5,9,0,0,0,1.8,9.0,5.0
GH Smit,1,0.2,14,2,1,0,7.0,14.0,2.0
RP Singh,145,898.3,5078,639,91,193,5.6547884187082404,26.310880829015545,27.932642487046632
S Ladda,9,21.5,221,12,17,5,10.523809523809524,44.2,26.2
P Sahu,5,14.3,144,11,5,3,10.285714285714286,48.0,29.0
SB Jakati,57,180.1,1422,97,60,50,7.9,28.44,21.62
R Sathish,14,21.3,227,18,10,6,10.80952380952381,37.833333333333336,21.5
S Kaushik,10,32.3,291,25,14,6,9.09375,48.5,32.5
Sachin Baby,2,1.4,8,1,0,3,8.0,2.6666666666666665,3.3333333333333335
MVT Fernando,1,0.2,16,3,0,1,8.0,16.0,2.0
AK Perera,3,4.1,39,5,1,0,9.75,39.0,25.0
Rameez Shahzad,1,0.4,14,1,0,0,3.5,14.0,4.0
MS Gony,46,166.0,1323,140,55,41,7.969879518072289,32.26829268292683,24.29268292682927
Mohammed Qasim,3,5.4,51,4,0,3,10.2,17.0,11.333333333333334
TP Ura,1,0.1,12,2,0,0,12.0,12.0,1.0
JRMVB Sanjaya,5,14.4,151,12,6,6,10.785714285714286,25.166666666666668,14.666666666666666
EMDY Munaweera,2,1.5,41,3,4,0,41.0,41.0,11.0
Azeez Salako,2,2.4,22,2,0,1,11.0,22.0,16.0
SJ Ally,5,30.0,79,4,0,3,2.6333333333333333,26.333333333333332,60.0
AM Kimote,7,30.5,148,10,5,8,4.933333333333334,18.5,23.125
HA Chohan,4,19.4,71,6,2,3,3.736842105263158,23.666666666666668,39.333333333333336
KN Mussa,5,31.5,130,10,3,9,4.193548387096774,14.444444444444445,21.22222222222222
L Lamin,5,32.1,144,14,1,2,4.5,72.0,96.5
I Kamara,5,38.3,131,5,4,11,3.4473684210526314,11.909090909090908,21.0
Mohamed Khan,5,38.2,166,11,5,9,4.368421052631579,18.444444444444443,25.555555555555557
G Ngegba,5,35.5,158,6,8,7,4.514285714285714,22.571428571428573,30.714285714285715
A Gbla,5,39.2,193,13,2,12,4.948717948717949,16.083333333333332,19.666666666666668
SK Awiah,2,3.0,33,0,4,2,11.0,16.5,9.0
JO Adotei,1,0.1,9,2,0,0,9.0,9.0,1.0
T Nyirongo,5,17.0,74,5,2,2,4.352941176470588,37.0,51.0
Gladson Kandela,4,17.5,76,7,1,3,4.470588235294118,25.333333333333332,35.666666666666664
J Zimba,4,19.5,84,4,1,5,4.421052631578948,16.8,23.8
Javid Patel,5,32.0,164,7,5,8,5.125,20.5,24.0
G Kandela,4,32.0,124,7,1,9,3.875,13.777777777777779,21.333333333333332
Tejas Baroka,1,1.0,33,2,2,0,33.0,33.0,6.0
I Komba,1,0.2,7,0,0,1,3.5,7.0,2.0
A Mene-Ejegi,4,13.5,73,7,3,4,5.615384615384615,18.25,20.75
J Mulder,13,57.0,362,24,13,21,6.350877192982456,17.238095238095237,16.285714285714285
KK Nair,2,1.1,11,1,0,0,11.0,11.0,7.0
Subashis Roy,4,81.4,378,47,3,7,4.666666666666667,54.0,70.0
MK Anafie,3,11.0,73,6,2,1,6.636363636363637,73.0,66.0
B Williams,2,2.0,20,3,0,1,10.0,20.0,12.0
Muhammad Hashim,1,1.0,14,1,0,1,14.0,14.0,6.0
K Omala,2,1.2,14,0,1,0,14.0,14.0,8.0
M Mvula,1,1.3,14,1,0,1,14.0,14.0,9.0
Z Abbasi,1,0.4,6,1,0,0,1.5,6.0,4.0
Sultan Ahmed,2,2.4,38,5,1,1,19.0,38.0,16.0
AA Premji,1,1.1,30,3,0,0,30.0,30.0,7.0
RM Duffield,6,19.2,186,20,7,5,9.789473684210526,37.2,23.2
A Flintoff,65,775.5,2726,294,30,112,3.51741935483871,24.339285714285715,41.5625
NP Winter,3,7.0,56,6,2,5,8.0,11.2,8.4
AR Beadle,2,4.4,61,2,3,1,15.25,61.0,28.0
SJC Keen,2,3.2,37,3,1,1,12.333333333333334,37.0,20.0
KP Pietersen,70,245.4,1162,87,24,26,4.742857142857143,44.69230769230769,56.69230769230769
WD Sheridan,10,27.3,235,20,13,12,8.703703703703704,19.583333333333332,13.75
M Muralitharan,193,1889.2,7676,536,144,315,4.063525674960297,24.368253968253967,35.98730158730159
BS Dean,1,0.3,19,2,0,1,6.333333333333333,19.0,3.0
NJ Reardon,2,1.2,28,0,3,0,28.0,28.0,8.0
JW Wells,1,0.1,5,0,0,0,5.0,5.0,1.0
MG Gale,4,10.0,100,10,3,1,10.0,100.0,60.0
CT Tremlett,23,462.2,1619,197,11,52,3.5043290043290045,31.134615384615383,53.34615384615385
CJM Sabburg,1,0.1,5,0,0,0,5.0,5.0,1.0
AD Mascarenhas,53,252.2,1477,113,53,53,5.861111111111111,27.867924528301888,28.566037735849058
TA Copeland,4,108.3,242,29,1,6,2.240740740740741,40.333333333333336,108.5
DJ Pattinson,9,51.5,271,30,4,8,5.313725490196078,33.875,38.875
SB Styris,95,426.4,2256,158,53,68,5.295774647887324,33.1764705882353,37.64705882352941
TP Doropoulos,1,0.2,11,0,1,0,5.5,11.0,2.0
CL White,32,158.5,758,45,20,21,4.7974683544303796,36.095238095238095,45.38095238095238
BE Young,4,11.3,103,8,3,5,9.363636363636363,20.6,13.8
AR Keath,1,0.1,27,2,3,0,27.0,27.0,1.0
SS Agarwal,1,0.4,42,3,3,1,10.5,42.0,4.0
F du Plessis,18,47.2,268,17,5,2,5.702127659574468,134.0,142.0
L Balaji,79,281.1,2103,204,74,96,7.483985765124555,21.90625,17.572916666666668
SM Benade,4,12.4,66,9,1,4,5.5,16.5,19.0
S Loubser,24,119.1,574,45,5,20,4.823529411764706,28.7,35.75
SK Dolawatte,10,24.2,116,7,1,7,4.833333333333333,16.571428571428573,20.857142857142858
CR Seneviratna,20,90.0,377,37,5,29,4.188888888888889,13.0,18.620689655172413
HMD Rasangika,3,5.5,46,5,0,2,9.2,23.0,17.5
SA Campbelle,22,83.0,376,25,3,18,4.530120481927711,20.88888888888889,27.666666666666668
SEA Ruck,14,87.5,380,53,3,19,4.367816091954023,20.0,27.736842105263158
NJ Browne,17,61.4,316,42,1,14,5.180327868852459,22.571428571428573,26.428571428571427
FL Mackay,15,58.0,373,32,5,15,6.431034482758621,24.866666666666667,23.2
HL Colvin,30,173.4,740,58,3,45,4.277456647398844,16.444444444444443,23.155555555555555
LC Sthalekar,16,95.2,386,37,3,14,4.063157894736842,27.571428571428573,40.857142857142854
S Sharma,8,49.4,177,29,0,12,3.6122448979591835,14.75,24.833333333333332
A Das,12,52.5,270,22,2,16,5.1923076923076925,16.875,19.8125
A Brindle,35,160.5,701,59,5,38,4.38125,18.44736842105263,25.394736842105264
R Malhotra,10,24.0,140,15,0,7,5.833333333333333,20.0,20.571428571428573
RK Parwin,3,12.2,64,5,0,4,5.333333333333333,16.0,18.5
LR Doolan,10,50.0,267,27,2,13,5.34,20.53846153846154,23.076923076923077
GP Swann,171,3280.1,11238,941,185,424,3.426219512195122,26.504716981132077,46.41745283018868
S Shillingford,16,756.3,2404,211,46,72,3.17989417989418,33.388888888888886,63.041666666666664
G Onions,13,281.2,1115,158,3,37,3.9679715302491103,30.135135135135137,45.62162162162162
LL Tsotsobe,87,723.0,3189,371,51,133,4.410788381742739,23.977443609022558,32.61654135338346
Aizaz Cheema,26,323.2,1313,160,8,54,4.065015479876161,24.314814814814813,35.925925925925924
CK Kapugedera,14,49.1,276,17,6,2,5.63265306122449,138.0,147.5
SR Tendulkar,58,206.0,1034,88,13,18,5.019417475728155,57.44444444444444,68.66666666666667
Nazmul Hossain,21,151.4,717,95,4,24,4.748344370860927,29.875,37.916666666666664
V Sehwag,103,671.1,2592,162,49,64,3.862891207153502,40.5,62.921875
A Martin,10,72.3,313,20,4,14,4.347222222222222,22.357142857142858,31.071428571428573
LMP Simmons,20,66.4,391,38,3,9,5.924242424242424,43.44444444444444,44.44444444444444
A Mithun,25,199.0,1084,130,27,20,5.447236180904523,54.2,59.7
R Sharma,50,189.4,1309,80,54,53,6.925925925925926,24.69811320754717,21.471698113207548
Farhad Reza,36,164.4,1015,118,18,21,6.189024390243903,48.333333333333336,47.04761904761905
Alok Kapali,17,80.3,454,27,7,14,5.675,32.42857142857143,34.5
Elias Sunny,12,185.3,765,61,19,24,4.135135135135135,31.875,46.375
Mohammad Ashraful,46,177.0,898,65,24,27,5.073446327683616,33.25925925925926,39.333333333333336
Robiul Islam,13,322.0,1056,120,5,29,3.279503105590062,36.41379310344828,66.62068965517241
K Santokie,14,47.5,358,31,15,22,7.617021276595745,16.272727272727273,13.045454545454545
GE Mathurin,3,7.0,63,1,5,5,9.0,12.6,8.4
MEK Hussey,32,119.3,416,34,1,8,3.495798319327731,52.0,89.625
N Deonarine,29,229.4,938,55,19,23,4.096069868995633,40.78260869565217,59.91304347826087
A Sharma,11,44.0,221,28,0,8,5.0227272727272725,27.625,33.0
G Sultana,18,107.1,525,49,8,15,4.906542056074766,35.0,42.86666666666667
HA Varaiya,34,165.0,903,65,28,37,5.472727272727273,24.405405405405407,26.756756756756758
DI Allan,6,7.0,74,7,2,4,10.571428571428571,18.5,10.5
DT Johnston,61,352.4,1657,167,28,72,4.707386363636363,23.01388888888889,29.38888888888889
AR White,17,55.3,260,9,3,12,4.7272727272727275,21.666666666666668,27.75
RG Aga,22,69.5,367,34,6,22,5.318840579710145,16.681818181818183,19.045454545454547
NG Jones,6,27.3,91,5,0,5,3.3703703703703702,18.2,33.0
Zakiullah Zaki,1,1.0,21,3,0,0,21.0,21.0,6.0
H Osinde,23,138.1,620,76,13,31,4.492753623188406,20.0,26.741935483870968
Zahid Hussain,5,26.2,140,10,1,6,5.384615384615385,23.333333333333332,26.333333333333332
HS Baidwan,29,176.2,1003,101,19,45,5.698863636363637,22.288888888888888,23.511111111111113
MA Parker,3,12.0,79,12,0,4,6.583333333333333,19.75,18.0
PL Mommsen,4,9.3,74,6,3,2,8.222222222222221,37.0,28.5
JH Stander,7,22.4,173,16,8,6,7.863636363636363,28.833333333333332,22.666666666666668
Zamir Khan,1,1.0,24,1,0,1,24.0,24.0,6.0
Nawroz Mangal,11,17.4,130,6,7,6,7.647058823529412,21.666666666666668,17.666666666666668
TGJ Gruijters,6,13.3,93,10,3,3,7.153846153846154,31.0,27.0
GD Drummond,15,71.3,413,36,11,9,5.816901408450704,45.888888888888886,47.666666666666664
MM Iqbal,5,23.5,161,12,4,4,7.0,40.25,35.75
MS Aulakh,3,7.5,71,9,1,3,10.142857142857142,23.666666666666668,15.666666666666666
M Kartik,64,272.0,1718,122,51,50,6.3161764705882355,34.36,32.64
Harmeet Singh,27,89.0,665,66,20,30,7.47191011235955,22.166666666666668,17.8
PC Valthaty,10,24.4,199,15,7,7,8.291666666666666,28.428571428571427,21.142857142857142
SK Trivedi,75,256.1,1840,154,51,73,7.1875,25.205479452054796,21.054794520547944
A Singh,23,77.4,603,67,17,31,7.8311688311688314,19.451612903225808,15.03225806451613
KK Cooper,25,96.4,725,59,23,36,7.552083333333333,20.13888888888889,16.11111111111111
BJ Hodge,27,56.0,395,27,16,20,7.053571428571429,19.75,16.8
AA Chavan,13,40.0,318,28,16,8,7.95,39.75,30.0
TP Sudhindra,3,9.0,132,9,9,1,14.666666666666666,132.0,54.0
JD Ryder,46,184.1,956,100,22,29,5.195652173913044,32.96551724137931,38.10344827586207
Anand Rajan,8,25.2,188,17,8,10,7.52,18.8,15.2
RR Bhatkal,1,0.2,35,2,3,0,17.5,35.0,2.0
P Awana,35,131.4,1071,114,39,43,8.17557251908397,24.906976744186046,18.372093023255815
AL Menaria,12,18.0,140,15,4,3,7.777777777777778,46.666666666666664,36.0
VY Mahesh,17,58.1,478,47,20,22,8.241379310344827,21.727272727272727,15.863636363636363
BA Bhatt,15,47.1,389,35,13,13,8.27659574468085,29.923076923076923,21.76923076923077
AB Agarkar,81,469.3,2639,295,54,90,5.626865671641791,29.322222222222223,31.3
V Pratap Singh,9,31.5,289,31,10,12,9.32258064516129,24.083333333333332,15.916666666666666
Pankaj Singh,20,131.1,786,102,20,13,6.0,60.46153846153846,60.53846153846154
KP Appanna,13,35.2,278,20,11,11,7.942857142857143,25.272727272727273,19.272727272727273
Y Nagar,8,11.1,117,11,6,4,10.636363636363637,29.25,16.75
SC Ganguly,42,146.2,802,68,18,21,5.493150684931507,38.19047619047619,41.80952380952381
A Chandila,12,35.4,242,17,10,11,6.914285714285715,22.0,19.454545454545453
R Shukla,7,19.1,198,21,9,7,10.421052631578947,28.285714285714285,16.428571428571427
LR Shukla,27,53.3,429,39,16,17,8.09433962264151,25.235294117647058,18.88235294117647
AM Nayar,20,42.2,326,23,13,9,7.761904761904762,36.22222222222222,28.22222222222222
AUK Pathan,3,6.0,57,5,2,0,9.5,57.0,36.0
AA Jhunjhunwala,10,12.1,126,10,5,1,10.5,126.0,73.0
P Parameswaran,8,23.1,219,23,10,9,9.521739130434783,24.333333333333332,15.444444444444445
J Syed Mohammad,11,30.1,279,18,12,10,9.3,27.9,18.1
RR Powar,51,301.2,1526,102,41,48,5.069767441860465,31.791666666666668,37.666666666666664
K Upadhyay,3,6.0,79,9,3,0,13.166666666666666,79.0,36.0
Y Venugopal Rao,20,36.1,329,30,13,7,9.13888888888889,47.0,31.0
AG Murtaza,12,43.1,304,22,14,12,7.069767441860465,25.333333333333332,21.583333333333332
Sunny Gupta,1,0.4,45,4,3,0,11.25,45.0,4.0
JDP Oram,126,865.4,3636,362,59,132,4.2034682080924854,27.545454545454547,39.34848484848485
RM Hira,13,42.0,327,21,16,10,7.785714285714286,32.7,25.2
RJ Nicol,32,80.3,494,29,24,16,6.175,30.875,30.1875
AM Ellis,17,89.2,514,48,15,16,5.775280898876405,32.125,33.5
TS Nethula,5,41.2,237,14,9,5,5.780487804878049,47.4,49.6
DR Flynn,4,4.1,26,2,1,0,6.5,26.0,25.0
AB Fudadin,1,0.5,11,1,0,0,2.2,11.0,5.0
CS Martin,52,1335.0,4559,629,30,137,3.4149812734082396,33.277372262773724,58.46715328467153
DG Brownlie,4,10.2,51,5,0,1,5.1,51.0,62.0
KS Lokuarachchi,8,54.0,272,22,4,10,5.037037037037037,27.2,32.4
S Weerakoon,1,1.5,45,0,0,1,45.0,45.0,11.0
TT Samaraweera,6,10.1,43,1,2,2,4.3,21.5,30.5
MS Panesar,53,1344.3,4148,386,78,120,3.0863095238095237,34.56666666666667,67.225
G Gambhir,2,1.4,15,2,0,0,15.0,15.0,10.0
